Hips_quat,Hips_accel,Spine_quat,Spine_accel,Spine1_quat,Spine1_accel,Spine2_quat,Spine2_accel,Spine3_quat,Spine3_accel,Neck_quat,Neck_accel,Head_quat,Head_accel,RightShoulder_quat,RightShoulder_accel,RightArm_quat,RightArm_accel,RightForeArm_quat,RightForeArm_accel,RightHand_quat,RightHand_accel,LeftShoulder_quat,LeftShoulder_accel,LeftArm_quat,LeftArm_accel,LeftForeArm_quat,LeftForeArm_accel,LeftHand_quat,LeftHand_accel,RightUpLeg_quat,RightUpLeg_accel,RightLeg_quat,RightLeg_accel,RightFoot_quat,RightFoot_accel,LeftUpLeg_quat,LeftUpLeg_accel,LeftLeg_quat,LeftLeg_accel,LeftFoot_quat,LeftFoot_accel
0.625308 -0.267928 -0.211249 0.70184,-4.246991 22.786102 -2.171011,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.67496 -0.238766 -0.64944 0.256219,18.888228 -8.795341 -2.819851,NaN NaN NaN NaN,NaN NaN NaN,0.04528 0.298658 0.337911 0.891386,-11.466585 13.280787 14.738682,NaN NaN NaN NaN,NaN NaN NaN,-0.247889 0.407285 -0.475332 -0.739412,27.255161 -0.08373 13.296806,0.275852 0.503408 -0.070705 0.815774,-38.345169 20.790182 -3.739521,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.276609 -0.621336 -0.700438 -0.216369,-10.944812 26.01333 8.667032,0.534227 -0.334441 -0.389961 -0.671328,-43.207666 -37.350646 5.107417,NaN NaN NaN NaN,NaN NaN NaN,0.260053 0.576487 -0.257987 0.730395,-15.752902 4.819266 -2.511983,0.324321 -0.81071 -0.187177 -0.450034,-24.725669 -0.310539 -22.76911,0.292954 0.324404 -0.145444 0.887573,-6.95028 7.109564 7.781816,-0.219461 -0.638335 -0.451554 0.583494,17.881058 4.082572 7.348653,-0.876001 -0.384417 -0.273037 0.101467,9.878143 -2.508289 -11.862668,0.456262 -0.183985 -0.851422 -0.181812,-3.996471 -12.234879 3.580295
0.615166 -0.260134 -0.211382 0.713595,-3.242489 20.107863 -0.806311,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.666014 -0.246231 -0.653397 0.262427,16.961365 -5.676725 -0.785763,NaN NaN NaN NaN,NaN NaN NaN,0.039097 0.300583 0.349478 0.886559,-13.020144 12.245782 13.439342,NaN NaN NaN NaN,NaN NaN NaN,-0.273135 0.416619 -0.494507 -0.712242,25.694166 -0.403503 10.203206,0.303664 0.48271 -0.018174 0.821249,-35.909277 20.391948 -1.357779,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.285337 -0.613278 -0.710421 -0.194356,-9.677809 25.858828 0.959091,0.523027 -0.346054 -0.409369 -0.662651,-35.775468 -29.999951 11.356014,NaN NaN NaN NaN,NaN NaN NaN,0.24485 0.594075 -0.254853 0.722616,-16.852593 -2.522926 -3.559951,0.317155 -0.806743 -0.177368 -0.465961,-9.688394 -1.224952 -2.984003,0.280944 0.333475 -0.151907 0.887011,-6.325206 6.229972 7.831656,-0.200683 -0.645313 -0.458335 0.577258,17.101264 3.218258 6.652102,-0.861485 -0.394867 -0.295949 0.119742,7.24244 0.932528 -11.460326,0.472663 -0.153778 -0.846707 -0.189815,-4.60519 -12.640828 4.878515
0.61299 -0.254994 -0.21061 0.717541,-0.578364 14.729268 -0.29062,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.660922 -0.25824 -0.651128 0.269307,16.195855 -7.508313 2.167709,NaN NaN NaN NaN,NaN NaN NaN,0.032457 0.298398 0.360093 0.883311,-10.490537 10.395849 11.954433,NaN NaN NaN NaN,NaN NaN NaN,-0.300061 0.418491 -0.515008 -0.685271,21.682386 1.207127 7.88265,0.323854 0.462548 0.040292 0.824345,-32.466327 17.210666 -0.67901,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.290973 -0.607848 -0.718775 -0.170932,-12.887218 16.536899 1.568674,0.512327 -0.349493 -0.421183 -0.661801,-25.845796 -19.921864 9.165509,NaN NaN NaN NaN,NaN NaN NaN,0.232287 0.605816 -0.257903 0.715902,-16.029153 1.650561 0.398934,0.326054 -0.818176 -0.164929 -0.443931,-16.328046 -0.368126 1.197121,0.268477 0.347167 -0.161656 0.883891,-5.214648 6.279009 9.064664,-0.188721 -0.650176 -0.462949 0.57213,14.98743 4.392207 5.127336,-0.848093 -0.396807 -0.330428 0.118744,8.236254 0.965072 -9.398728,0.491604 -0.119524 -0.83823 -0.203496,-4.641816 -12.521649 5.751917
0.622107 -0.249908 -0.205933 0.712826,-1.05706 14.927821 -0.725543,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.655504 -0.271709 -0.646641 0.279901,16.886862 -5.573293 5.507457,NaN NaN NaN NaN,NaN NaN NaN,0.025057 0.293758 0.370621 0.880749,-8.291876 8.065187 10.441272,NaN NaN NaN NaN,NaN NaN NaN,-0.322298 0.419808 -0.535065 -0.658476,17.409646 3.150297 6.337973,0.334115 0.441554 0.10292 0.82632,-28.252683 12.998549 -2.00538,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.294241 -0.60377 -0.725697 -0.149161,-10.093271 14.29658 1.69085,0.506129 -0.344222 -0.431458 -0.662713,-13.955787 -11.986783 7.06094,NaN NaN NaN NaN,NaN NaN NaN,0.218096 0.617812 -0.259609 0.709468,-16.008091 3.219426 0.417272,0.340822 -0.815208 -0.176578 -0.4337,-21.204418 -1.145769 -9.919744,0.257096 0.3666 -0.174246 0.877009,-5.039462 6.257073 8.956018,-0.184211 -0.654514 -0.466164 0.566012,13.858304 4.047315 4.175687,-0.829477 -0.39276 -0.378619 0.119811,7.528713 -0.910953 -9.503031,0.512918 -0.082555 -0.82498 -0.222506,-5.560302 -12.115208 6.885246
0.621404 -0.241513 -0.205275 0.716513,-0.937321 13.693554 -1.514326,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.646984 -0.276829 -0.648856 0.289418,12.974832 -4.116016 2.539462,NaN NaN NaN NaN,NaN NaN NaN,0.017549 0.28771 0.381888 0.87811,-6.571948 5.581889 8.53542,NaN NaN NaN NaN,NaN NaN NaN,-0.337747 0.421668 -0.552622 -0.634611,14.204561 2.1507 3.44587,0.334996 0.418432 0.167625 0.827402,-23.394596 9.190424 -2.968565,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.303894 -0.58687 -0.740725 -0.120656,-9.453301 9.944317 2.211494,0.51268 -0.332119 -0.444919 -0.654908,-6.741483 -8.52753 4.004079,NaN NaN NaN NaN,NaN NaN NaN,0.204389 0.62816 -0.261101 0.703894,-14.112545 3.737338 1.093401,0.344519 -0.802451 -0.188062 -0.449457,-17.89544 -1.99603 -2.410293,0.245282 0.39185 -0.18895 0.866365,-5.40168 6.864496 8.160107,-0.183899 -0.657339 -0.469948 0.559675,11.749447 1.985746 3.364692,-0.808165 -0.3898 -0.422056 0.129592,5.860477 -1.03045 -10.478931,0.536238 -0.041654 -0.806713 -0.244801,-6.732362 -10.056988 8.837487
0.617157 -0.23239 -0.205191 0.723193,-1.035353 9.810371 -1.012976,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.640607 -0.287551 -0.644429 0.302736,7.376138 -2.512197 -2.028643,NaN NaN NaN NaN,NaN NaN NaN,0.010928 0.28081 0.394003 0.875093,-5.417633 3.830845 6.829242,NaN NaN NaN NaN,NaN NaN NaN,-0.348112 0.419217 -0.571972 -0.613125,11.598073 2.321528 1.882173,0.332057 0.394836 0.231011 0.82491,-19.583312 5.617683 -4.116645,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.312346 -0.56695 -0.756425 -0.093958,-8.509055 3.781255 0.651425,0.523699 -0.316594 -0.459542 -0.643684,-3.994368 -6.204727 3.223679,NaN NaN NaN NaN,NaN NaN NaN,0.193748 0.63613 -0.263345 0.698892,-11.754908 4.063707 0.478375,0.362559 -0.784201 -0.219042 -0.453432,-13.0959 -0.429752 2.834018,0.234062 0.420573 -0.20577 0.852052,-7.140818 6.589471 7.421914,-0.184493 -0.658978 -0.472555 0.555339,8.386165 0.401596 3.236526,-0.784606 -0.384356 -0.46628 0.138735,6.563304 -2.578984 -12.557368,0.56155 0.005119 -0.78343 -0.266218,-8.753982 -6.901912 9.869872
0.619217 -0.224789 -0.201214 0.72495,-0.479492 8.36996 -0.193335,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.636814 -0.295992 -0.639151 0.313598,5.806104 1.020391 0.202105,NaN NaN NaN NaN,NaN NaN NaN,0.005535 0.272823 0.406558 0.871922,-4.427671 2.709809 5.121899,NaN NaN NaN NaN,NaN NaN NaN,-0.353432 0.416343 -0.591345 -0.593342,8.861448 3.721614 1.812759,0.326957 0.370505 0.291018 0.819228,-16.088488 3.037004 -4.616085,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.318438 -0.552613 -0.766995 -0.070244,-6.214212 -0.312846 0.255068,0.535502 -0.298936 -0.474987 -0.63108,-1.351361 -4.858017 3.123061,NaN NaN NaN NaN,NaN NaN NaN,0.184576 0.643282 -0.26513 0.694137,-9.063057 5.532582 0.136783,0.379615 -0.7709 -0.239267 -0.45206,-10.607628 -3.341927 2.3177,0.220956 0.44915 -0.224401 0.836114,-8.769971 7.749525 8.322416,-0.184058 -0.663324 -0.469527 0.552873,5.537097 -0.660347 1.329974,-0.75321 -0.370272 -0.522975 0.148562,3.475605 -5.032175 -13.353874,0.587143 0.051206 -0.75492 -0.28764,-11.352843 -4.415602 10.980695
0.616416 -0.217938 -0.198517 0.730154,0.119941 6.563114 0.001531,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.630692 -0.294094 -0.64369 0.318433,4.279719 0.007348 2.268895,NaN NaN NaN NaN,NaN NaN NaN,0.000783 0.263675 0.419172 0.868775,-3.206969 1.797718 2.878136,NaN NaN NaN NaN,NaN NaN NaN,-0.355839 0.412983 -0.611347 -0.573653,6.387655 5.641277 1.167292,0.322626 0.347595 0.346029 0.809539,-13.979002 1.636896 -5.31439,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.325168 -0.54286 -0.772897 -0.046894,-5.027106 -2.032586 0.907707,0.544336 -0.282132 -0.490175 -0.619539,0.629564 -4.499277 3.124188,NaN NaN NaN NaN,NaN NaN NaN,0.175086 0.650556 -0.266386 0.689319,-7.199658 7.485986 2.082846,0.384195 -0.772766 -0.230121 -0.449746,-8.733455 -4.741046 -0.137246,0.208151 0.476747 -0.243923 0.818466,-10.010887 1.441198 4.849318,-0.181967 -0.670064 -0.46066 0.552897,1.328162 -1.885404 -1.679652,-0.717787 -0.36981 -0.56112 0.182118,-0.037852 -2.428622 -8.871778,0.608081 0.088552 -0.724809 -0.311524,-17.809067 -2.063846 12.490585
0.604973 -0.210852 -0.197517 0.741982,1.020674 2.442842 -0.517525,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.622021 -0.30546 -0.640115 0.331716,1.757865 -1.970939 -0.141798,NaN NaN NaN NaN,NaN NaN NaN,-0.00283 0.253912 0.431267 0.865753,-2.352648 0.743401 1.828482,NaN NaN NaN NaN,NaN NaN NaN,-0.353699 0.413934 -0.628678 -0.555264,4.465505 8.182208 0.756889,0.318229 0.324554 0.396351 0.797684,-12.863147 0.852873 -6.724825,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.331125 -0.535348 -0.776628 -0.024672,-3.794754 -3.049474 1.383502,0.549016 -0.267768 -0.504093 -0.61055,2.640392 -3.327196 2.375493,NaN NaN NaN NaN,NaN NaN NaN,0.159133 0.659474 -0.261418 0.686609,-5.76088 8.820705 3.735782,0.383847 -0.777804 -0.211932 -0.450297,-8.50436 -1.994053 1.05891,0.195785 0.502248 -0.263691 0.799926,-9.638289 3.608198 5.604288,-0.179398 -0.681686 -0.44471 0.552589,-1.820487 -2.585633 -1.983993,-0.689389 -0.383518 -0.572991 0.222121,2.717293 2.796572 -2.024669,0.620779 0.115858 -0.699166 -0.335227,-21.821804 4.914226 13.393719
0.596183 -0.203699 -0.192753 0.752276,1.61803 -1.906759 -1.835406,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.61514 -0.3219 -0.63156 0.345131,2.667042 0.836115 0.276254,NaN NaN NaN NaN,NaN NaN NaN,-0.004706 0.244749 0.442192 0.862868,-1.390971 0.829481 1.251864,NaN NaN NaN NaN,NaN NaN NaN,-0.34742 0.419483 -0.641947 -0.539664,3.208026 8.197088 -0.035945,0.31493 0.302419 0.441549 0.783834,-12.449527 -0.223094 -8.287254,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.336476 -0.528358 -0.779491 -0.003846,-1.858943 -3.86387 1.856456,0.550647 -0.25481 -0.51701 -0.603788,4.62599 -1.950402 1.706907,NaN NaN NaN NaN,NaN NaN NaN,0.138729 0.66894 -0.250736 0.685861,-2.503456 6.531668 3.125596,0.388663 -0.776875 -0.205991 -0.450526,-5.458088 0.838374 4.242531,0.178839 0.525266 -0.279915 0.783428,-9.571384 3.09662 6.239347,-0.17435 -0.698555 -0.419698 0.5527,-1.64348 0.074692 0.032728,-0.671656 -0.386404 -0.584845 0.239846,8.66045 2.393078 -4.620457,0.627724 0.138793 -0.68222 -0.348245,-26.46211 12.002965 10.475103
0.603369 -0.197401 -0.180445 0.751278,-0.072133 -2.317603 -1.54432,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.605721 -0.327248 -0.632954 0.35409,0.642642 1.277095 -1.326882,NaN NaN NaN NaN,NaN NaN NaN,-0.0057 0.23597 0.45218 0.860127,-1.165339 1.533331 1.081955,NaN NaN NaN NaN,NaN NaN NaN,-0.341811 0.423388 -0.654287 -0.525182,3.000899 8.010292 0.225447,0.310695 0.281938 0.481589 0.769449,-12.146847 -1.770898 -9.565571,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.342304 -0.519684 -0.782623 0.016053,-0.43971 -4.920457 1.957293,0.553972 -0.241126 -0.529055 -0.595881,6.586173 -0.670598 2.018862,NaN NaN NaN NaN,NaN NaN NaN,0.116599 0.678513 -0.234267 0.686399,-0.586757 3.247892 3.407313,0.405178 -0.774074 -0.216118 -0.435814,-1.823559 0.81431 5.438592,0.156901 0.545758 -0.291908 0.769624,-11.935687 3.497557 4.499324,-0.165615 -0.712919 -0.393317 0.556434,0.608811 5.023184 1.314736,-0.642996 -0.366938 -0.625366 0.246636,6.352834 0.180713 -14.057276,0.627424 0.161536 -0.677877 -0.347458,-29.982213 17.655858 6.038307
0.614717 -0.194038 -0.168147 0.745787,-1.714181 1.335394 1.187548,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.600358 -0.335202 -0.63065 0.359847,-1.326561 1.556283 0.160504,NaN NaN NaN NaN,NaN NaN NaN,-0.006869 0.226774 0.461658 0.857554,-1.413843 2.406446 0.525003,NaN NaN NaN NaN,NaN NaN NaN,-0.329922 0.430449 -0.661745 -0.517647,2.862193 7.605026 2.665371,0.304073 0.262745 0.516131 0.756382,-10.815797 -4.793086 -10.503881,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.348637 -0.511058 -0.784939 0.033787,-0.389376 -6.195033 1.9503,0.559392 -0.226334 -0.540137 -0.586605,7.818918 -0.499725 2.349422,NaN NaN NaN NaN,NaN NaN NaN,0.09301 0.688222 -0.212303 0.687479,-1.252727 1.67942 2.626466,0.426237 -0.774223 -0.23146 -0.406604,-4.563517 -1.552136 3.994865,0.130622 0.563325 -0.298462 0.759291,-10.915266 3.507051 4.335383,-0.158829 -0.720413 -0.37827 0.559188,1.271117 7.783658 0.636631,-0.618699 -0.358919 -0.651919 0.251774,-3.856408 -5.991026 -13.797564,0.624435 0.188381 -0.681349 -0.332201,-22.432754 23.740529 4.080726
0.614589 -0.192389 -0.161626 0.747759,-1.509671 1.780551 1.91608,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.595056 -0.345011 -0.627876 0.364209,-0.791441 1.723051 0.076733,NaN NaN NaN NaN,NaN NaN NaN,-0.00885 0.215913 0.470927 0.855296,-1.576069 2.19968 0.333296,NaN NaN NaN NaN,NaN NaN NaN,-0.320743 0.437302 -0.66512 -0.513329,1.114047 6.314021 1.77038,0.297257 0.247073 0.544397 0.744463,-8.657646 -7.961823 -11.286725,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.354516 -0.502831 -0.786855 0.048367,-1.314709 -7.475927 1.325598,0.565587 -0.210859 -0.550201 -0.577,8.544691 -0.506258 2.728789,NaN NaN NaN NaN,NaN NaN NaN,0.075934 0.695203 -0.193233 0.688177,-2.969744 2.285745 2.775006,0.444683 -0.774856 -0.24715 -0.375196,-7.585101 -4.260398 4.299354,0.101236 0.580936 -0.301154 0.74938,-7.700449 2.100344 3.850779,-0.156381 -0.720717 -0.377237 0.560182,1.298701 5.485957 -2.109212,-0.613085 -0.371367 -0.651265 0.249133,-1.407572 -7.607453 -5.817706,0.625178 0.210833 -0.687455 -0.30349,-10.982383 23.276349 3.17119
0.613259 -0.191978 -0.156368 0.750071,-0.568783 -0.614915 0.28222,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.587477 -0.357172 -0.625097 0.369531,-0.181771 2.055865 -0.5341,NaN NaN NaN NaN,NaN NaN NaN,-0.010571 0.203978 0.479619 0.853374,-1.041209 1.968807 -0.074473,NaN NaN NaN NaN,NaN NaN NaN,-0.321447 0.435049 -0.672016 -0.505766,1.258578 6.330975 2.015408,0.290621 0.237769 0.565435 0.734363,-6.433025 -10.124268 -11.482641,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.360147 -0.49604 -0.787853 0.059382,-1.577568 -9.094051 0.417874,0.573194 -0.194785 -0.559245 -0.56635,9.010706 -0.642206 2.618189,NaN NaN NaN NaN,NaN NaN NaN,0.061038 0.698387 -0.173139 0.691775,-2.75237 1.704241 5.39809,0.458159 -0.779386 -0.254277 -0.343498,-8.881632 -4.916723 2.546284,0.0693 0.60084 -0.301144 0.737225,-5.75561 3.340885 4.742478,-0.158933 -0.720198 -0.382502 0.556549,0.339866 0.796475 -3.473477,-0.601294 -0.39232 -0.646491 0.258031,2.561783 -6.096308 -4.119709,0.631169 0.217235 -0.695592 -0.265682,-8.527659 18.63027 3.917475
0.619074 -0.192026 -0.148674 0.74684,0.898141 0.506749 -0.074682,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.581413 -0.369391 -0.62212 0.372124,0.863819 2.360914 -0.475135,NaN NaN NaN NaN,NaN NaN NaN,-0.01267 0.191168 0.487751 0.8517,-1.109759 2.08146 -0.226717,NaN NaN NaN NaN,NaN NaN NaN,-0.323354 0.433149 -0.676243 -0.50052,1.577249 5.864688 3.281824,0.283383 0.237032 0.579211 0.726653,-5.543044 -10.697761 -10.551833,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.368569 -0.492363 -0.785691 0.066528,-1.611598 -9.494117 0.451781,0.580895 -0.179527 -0.567246 -0.555485,9.119332 -0.832733 2.136355,NaN NaN NaN NaN,NaN NaN NaN,0.046135 0.700062 -0.150575 0.696499,-2.292978 -2.076014 3.253073,0.468391 -0.786634 -0.253883 -0.312026,-6.619231 -3.816636 1.014237,0.036709 0.622547 -0.300876 0.7215,-5.949849 1.483736 5.55435,-0.161631 -0.726382 -0.380768 0.548872,-0.294811 -1.73834 -3.869114,-0.576353 -0.424884 -0.635185 0.289537,-2.784229 -3.01019 -7.162919,0.639101 0.211159 -0.703836 -0.227103,-7.433508 16.228558 4.264926
0.624374 -0.192745 -0.142299 0.743477,0.98041 2.692006 -0.04411,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.57505 -0.378969 -0.621789 0.372932,1.512636 2.138523 -0.219642,NaN NaN NaN NaN,NaN NaN NaN,-0.015099 0.177354 0.495624 0.850102,-1.214294 2.156589 0.043857,NaN NaN NaN NaN,NaN NaN NaN,-0.32933 0.424542 -0.681805 -0.496435,1.386586 3.814158 2.914524,0.277241 0.246281 0.585495 0.720887,-6.325467 -9.566341 -9.413938,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.380958 -0.491811 -0.779949 0.068362,-1.801894 -8.076135 1.005305,0.588446 -0.164751 -0.574351 -0.544711,8.409209 -1.21681 2.428908,NaN NaN NaN NaN,NaN NaN NaN,0.034639 0.700673 -0.130476 0.700595,-1.414472 -1.318508 -0.842692,0.478421 -0.793537 -0.257842 -0.273733,-5.830733 -4.958335 -0.898079,0.012368 0.642008 -0.300739 0.705144,-9.608693 3.313263 7.863054,-0.166475 -0.727972 -0.380686 0.545363,0.78286 1.092896 0.184961,-0.561533 -0.470091 -0.601549 0.319115,-7.359245 3.50749 -12.719077,0.632686 0.191321 -0.721924 -0.204768,-64.254656 -14.786042 -10.588611
0.624088 -0.191746 -0.138564 0.744679,-1.027682 2.431973 -0.088635,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.569115 -0.387511 -0.62236 0.372306,1.579664 2.047436 0.031705,NaN NaN NaN NaN,NaN NaN NaN,-0.019264 0.162701 0.50354 0.848295,-1.701814 2.093861 3.201015,NaN NaN NaN NaN,NaN NaN NaN,-0.337743 0.412502 -0.687215 -0.493465,1.18159 4.407101 4.829135,0.270001 0.262193 0.584444 0.718874,-6.517597 -7.864624 -7.430302,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.395737 -0.492944 -0.772138 0.064815,-2.419504 -6.426263 1.133023,0.595999 -0.150202 -0.580065 -0.534555,7.019041 -2.246311 3.009664,NaN NaN NaN NaN,NaN NaN NaN,0.031331 0.697884 -0.11736 0.705835,-3.100289 -1.145553 -0.002195,0.483118 -0.80319 -0.256431 -0.236063,-9.637215 -6.076516 -2.097806,4.7e-05 0.65458 -0.297536 0.69498,-14.550321 10.304975 11.715072,-0.174021 -0.7162 -0.388126 0.553293,3.869577 -0.015806 10.471714,-0.556383 -0.534615 -0.542142 0.332726,-3.158243 25.761006 -22.495925,0.592566 0.190514 -0.753328 -0.212292,-14.260575 42.461989 28.463814
0.624805 -0.186059 -0.133727 0.746403,-0.675251 4.337673 5.053929,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.565462 -0.397662 -0.620735 0.369873,3.696068 2.856848 -0.410011,NaN NaN NaN NaN,NaN NaN NaN,-0.023955 0.148237 0.510968 0.846383,-1.983637 1.922761 7.587422,NaN NaN NaN NaN,NaN NaN NaN,-0.345204 0.4029 -0.689448 -0.493119,2.964771 3.472332 4.987493,0.259844 0.282616 0.576616 0.721196,-6.510077 -8.263548 -5.856423,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.410622 -0.495259 -0.76348 0.056614,-3.264888 -4.678173 2.169983,0.601581 -0.137585 -0.584332 -0.526998,5.748653 -3.300963 3.18896,NaN NaN NaN NaN,NaN NaN NaN,0.036284 0.690988 -0.108789 0.713712,-6.011418 -0.727004 2.268841,0.479267 -0.821237 -0.221266 -0.216599,-12.932379 -2.879483 -1.528012,-0.009562 0.658936 -0.292371 0.692987,-16.073053 10.388098 11.629302,-0.165857 -0.723047 -0.368939 0.559981,7.160403 -4.072112 1.355825,-0.648586 -0.433283 -0.59849 0.182792,13.970929 1.906828 -26.783806,0.564183 0.198809 -0.767304 -0.231121,-4.664588 -15.249374 12.531034
0.629978 -0.182438 -0.132406 0.743178,2.150181 11.283876 6.810341,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.563017 -0.405847 -0.619888 0.366112,8.224324 2.936168 -0.980881,NaN NaN NaN NaN,NaN NaN NaN,-0.029111 0.133383 0.51791 0.844471,-2.366009 1.557913 10.21647,NaN NaN NaN NaN,NaN NaN NaN,-0.354147 0.39261 -0.689479 -0.495032,7.007351 1.57901 4.994321,0.250781 0.311526 0.560981 0.724817,-7.049538 -7.005458 -3.461903,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.427898 -0.495088 -0.754691 0.047254,-5.869618 -2.339518 3.125319,0.606402 -0.126349 -0.587606 -0.520607,3.822271 -5.374503 3.856259,NaN NaN NaN NaN,NaN NaN NaN,0.042226 0.688431 -0.0946 0.717865,-8.453494 -0.94936 -2.78096,0.469818 -0.843623 -0.151743 -0.211056,-13.828645 2.536553 -1.236168,-0.020513 0.656325 -0.287744 0.697152,-14.103316 10.403235 9.785018,-0.140434 -0.769564 -0.303269 0.54413,17.85155 3.230316 -14.683471,-0.650984 -0.394839 -0.626444 0.167001,26.364451 -38.244016 -5.403025,0.53578 0.21121 -0.781656 -0.239467,-8.346716 -13.548118 3.908279
