Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.550096 0.475399 -0.39143 0.564068	0.521916 0.472064 -0.388458 0.594861	0.513332 0.474776 -0.38036 0.605314	0.510056 0.419831 -0.344873 0.666818	0.510299 0.409003 -0.341818 0.674886	0.542053 0.400327 -0.42504 0.604366	0.615634 0.411568 -0.542746 0.396274	0.624138 0.420218 -0.130255 0.64568	0.216391 -0.128925 -0.505443 0.825276	0.238856 -0.0799669 -0.669361 0.698935	0.0984741 0.0307681 -0.694465 0.712091	0.352675 0.325847 -0.345754 0.806163	0.54553 0.739094 -0.0609996 0.390405	0.667223 0.631408 0.00874419 0.395045	0.637229 0.656973 0.0298818 0.401786	0.611327 0.35731 -0.393286 0.586459	0.511518 0.414701 -0.332217 0.675281	0.596648 0.367912 -0.397982 0.59183	0.437546 0.461015 -0.511978 0.577838	0.316651 0.551885 -0.412407 0.651978	0.425945 0.572375 -0.477416 0.512865	
0.54987 0.476995 -0.397128 0.558935	0.52119 0.473907 -0.394277 0.590185	0.512504 0.477101 -0.385887 0.600672	0.510103 0.423163 -0.351616 0.661132	0.510331 0.412448 -0.348711 0.669215	0.5373 0.402134 -0.429016 0.604601	0.605635 0.414759 -0.543513 0.407155	0.622 0.42306 -0.133532 0.645217	0.209798 -0.131341 -0.505238 0.826722	0.233107 -0.0832261 -0.670977 0.698945	0.0972305 0.026774 -0.697351 0.709599	0.347633 0.331332 -0.355946 0.801669	0.537836 0.743883 -0.0703149 0.390418	0.660135 0.637849 -0.000646381 0.396699	0.626117 0.659446 0.0203541 0.415565	0.601464 0.36397 -0.393182 0.5926	0.510641 0.416404 -0.337155 0.672443	0.596033 0.367159 -0.399067 0.592187	0.437654 0.457076 -0.523086 0.570896	0.304056 0.559242 -0.41205 0.65193	0.411618 0.580194 -0.473131 0.519705	
0.549053 0.478575 -0.403617 0.553715	0.520056 0.475758 -0.400822 0.585267	0.511399 0.479468 -0.392161 0.595644	0.509348 0.426968 -0.358908 0.655323	0.509473 0.416501 -0.356109 0.663439	0.532417 0.403674 -0.43363 0.604603	0.595649 0.417059 -0.544003 0.418718	0.619643 0.426876 -0.139646 0.643676	0.201575 -0.129629 -0.506839 0.828057	0.224701 -0.0833392 -0.672768 0.699962	0.0894725 0.0280731 -0.699213 0.708736	0.341687 0.336341 -0.366592 0.79733	0.532157 0.748299 -0.0801614 0.387854	0.655118 0.6434 -0.0109142 0.395901	0.617564 0.661694 0.0107937 0.425041	0.591488 0.37031 -0.391218 0.599967	0.511371 0.416554 -0.341561 0.669566	0.596207 0.366014 -0.399896 0.59216	0.438839 0.452584 -0.53428 0.563145	0.291691 0.567059 -0.410769 0.651636	0.395568 0.588548 -0.468568 0.52686	
0.548221 0.480261 -0.410494 0.547994	0.518941 0.477888 -0.407535 0.579861	0.510261 0.482109 -0.398614 0.59018	0.507673 0.431265 -0.366467 0.6496	0.507484 0.421196 -0.363877 0.65776	0.527205 0.405346 -0.438668 0.604417	0.586077 0.418481 -0.544403 0.430131	0.617131 0.43141 -0.148426 0.641096	0.192789 -0.124596 -0.510236 0.828835	0.214872 -0.0807581 -0.67479 0.701403	0.0796775 0.0321914 -0.700709 0.708253	0.336451 0.340563 -0.377018 0.79289	0.528989 0.752413 -0.0926587 0.381393	0.653125 0.647597 -0.0241062 0.391746	0.612506 0.664404 -0.000518951 0.428256	0.581368 0.376262 -0.387348 0.608604	0.513955 0.415007 -0.345515 0.666512	0.596505 0.364544 -0.400899 0.592089	0.441579 0.447036 -0.545483 0.55463	0.279459 0.575204 -0.408085 0.651544	0.378254 0.597005 -0.463918 0.534124	
0.548219 0.480998 -0.417835 0.541766	0.518378 0.479408 -0.414205 0.574358	0.509295 0.484233 -0.404885 0.584982	0.505469 0.435568 -0.374108 0.644068	0.50485 0.426005 -0.371946 0.652152	0.522013 0.406663 -0.443819 0.604278	0.577525 0.418763 -0.544683 0.440934	0.614608 0.435912 -0.159043 0.637921	0.183078 -0.115638 -0.515511 0.829071	0.203181 -0.074879 -0.6772 0.703214	0.0649498 0.0408905 -0.701429 0.708595	0.331778 0.344441 -0.386801 0.788459	0.528127 0.756064 -0.107817 0.371247	0.653755 0.650504 -0.0403194 0.384478	0.613228 0.666943 -0.0155497 0.422961	0.572056 0.380813 -0.380098 0.619078	0.519028 0.410875 -0.347383 0.664166	0.597024 0.363127 -0.40198 0.591704	-0.444974 -0.441385 0.556077 -0.545853	0.267634 0.58363 -0.40425 0.651406	0.360082 0.605157 -0.459314 0.541439	
0.548837 0.480979 -0.425263 0.53534	0.518194 0.480437 -0.42073 0.568895	0.508445 0.485837 -0.41101 0.580101	0.502962 0.439723 -0.381629 0.638774	0.50184 0.430773 -0.379888 0.646743	0.51677 0.407875 -0.448937 0.604187	0.570224 0.418032 -0.545045 0.450577	0.612817 0.439933 -0.171388 0.633672	0.17223 -0.102877 -0.522552 0.828669	0.189561 -0.065678 -0.680243 0.704998	0.047874 0.0525529 -0.70194 0.708679	0.327874 0.348619 -0.395664 0.783845	0.528799 0.759237 -0.124856 0.358249	0.656875 0.651601 -0.058303 0.374876	0.619607 0.668575 -0.0355732 0.409669	0.562895 0.385233 -0.37223 0.629436	0.524558 0.40664 -0.348718 0.661725	0.5972 0.362068 -0.402986 0.591491	-0.449606 -0.435145 0.565663 -0.537149	0.256442 0.591834 -0.398821 0.651853	0.339823 0.61075 -0.456822 0.550289	
0.549408 0.480224 -0.432533 0.529577	0.517882 0.480824 -0.427031 0.564138	0.50728 0.486815 -0.416884 0.576095	0.500184 0.443543 -0.388909 0.633905	0.498672 0.43519 -0.387554 0.641668	0.511865 0.408711 -0.454119 0.603926	0.564402 0.416228 -0.545727 0.458679	0.611374 0.443171 -0.184661 0.629064	0.162184 -0.088047 -0.530908 0.827092	0.176356 -0.0543555 -0.683504 0.706233	0.0271572 0.0663801 -0.702387 0.708172	0.324385 0.353492 -0.403615 0.779046	0.530041 0.761851 -0.141179 0.344541	0.660917 0.651574 -0.0755156 0.364605	0.629212 0.669331 -0.0584784 0.390729	0.554397 0.389768 -0.36572 0.637945	0.528717 0.403936 -0.350008 0.659385	0.597422 0.361348 -0.403649 0.591254	-0.454775 -0.429331 0.574489 -0.528031	0.246312 0.600191 -0.392598 0.651895	0.320067 0.615626 -0.455067 0.5581	
0.548597 0.480069 -0.439657 0.524669	0.516549 0.481915 -0.433236 0.55968	0.505268 0.48835 -0.42278 0.572255	0.496912 0.447417 -0.395979 0.629363	0.495229 0.439487 -0.394853 0.636938	0.507121 0.40958 -0.459471 0.60329	0.559689 0.414445 -0.546684 0.464887	0.60997 0.445533 -0.198623 0.624489	0.152689 -0.0714965 -0.540076 0.824556	0.163512 -0.0411038 -0.687247 0.706587	0.00452006 0.0838212 -0.701896 0.707316	0.321982 0.359253 -0.410506 0.773789	0.531682 0.763984 -0.155631 0.33079	0.665391 0.650855 -0.0909063 0.354089	0.639632 0.669055 -0.0808332 0.369733	0.548793 0.392772 -0.360781 0.643734	0.530646 0.402671 -0.349698 0.658773	0.597569 0.361008 -0.404315 0.590858	-0.462431 -0.42256 0.582378 -0.518109	0.237744 0.608151 -0.384543 0.652501	0.296345 0.614216 -0.458832 0.569554	
0.547515 0.480674 -0.444641 0.521032	0.515084 0.482881 -0.438176 0.556341	0.503081 0.489431 -0.427702 0.569595	0.493112 0.450811 -0.40254 0.625756	0.491266 0.443269 -0.401823 0.633015	0.50259 0.410646 -0.46492 0.602182	0.555888 0.412759 -0.548209 0.469134	0.608414 0.447522 -0.213347 0.61971	0.142358 -0.0523766 -0.549681 0.821487	0.149567 -0.0252739 -0.691519 0.706252	-0.0210981 0.10735 -0.699693 0.706017	0.320479 0.365538 -0.416187 0.768416	0.533397 0.765895 -0.166706 0.317967	0.669574 0.650214 -0.103058 0.343908	0.649436 0.667645 -0.100747 0.34976	0.54482 0.396123 -0.360985 0.64494	0.528315 0.405136 -0.350839 0.658528	0.597497 0.360285 -0.404577 0.591194	-0.46968 -0.416108 0.590504 -0.507503	0.230576 0.615778 -0.377701 0.651915	0.279266 0.618422 -0.463274 0.570036	
0.546523 0.481606 -0.447742 0.518551	0.513907 0.483659 -0.441899 0.553804	0.501294 0.490013 -0.431682 0.567664	0.489002 0.453574 -0.408355 0.623212	0.486831 0.4464 -0.4082 0.630155	0.49853 0.411644 -0.470264 0.600724	0.553044 0.411089 -0.549954 0.47191	0.60677 0.449598 -0.227593 0.614731	0.133743 -0.0332503 -0.559473 0.817311	0.137524 -0.00893268 -0.695919 0.704772	-0.0395255 0.131723 -0.698139 0.70263	0.319089 0.372263 -0.420463 0.763422	0.535029 0.767919 -0.174399 0.305989	0.673644 0.649739 -0.111825 0.333975	0.657335 0.665586 -0.116434 0.33369	0.543057 0.398479 -0.363697 0.64345	0.523597 0.409164 -0.351633 0.659383	0.597407 0.360081 -0.404152 0.591699	-0.476703 -0.409851 0.598709 -0.496309	0.225098 0.622877 -0.372095 0.650307	0.266886 0.623263 -0.468473 0.566435	
0.545963 0.482379 -0.450175 0.516311	0.513012 0.484294 -0.444954 0.551628	0.499846 0.490376 -0.435035 0.566065	0.485008 0.455777 -0.413439 0.621372	0.482454 0.448921 -0.413839 0.628049	0.494905 0.412345 -0.475334 0.599248	-0.551024 -0.409186 0.551837 -0.473725	0.605362 0.451996 -0.240576 0.609393	0.129515 -0.0166666 -0.569299 0.811694	0.130447 0.00594463 -0.700891 0.701214	-0.0500977 0.155708 -0.697005 0.698162	0.318209 0.377802 -0.424614 0.758756	0.538214 0.769314 -0.180539 0.293066	0.67806 0.649425 -0.119844 0.322675	0.661825 0.664843 -0.126759 0.322341	0.542201 0.400156 -0.366262 0.641674	0.51899 0.412954 -0.35177 0.660588	0.596817 0.360747 -0.403774 0.592147	-0.48302 -0.404137 0.607184 -0.48445	0.221574 0.629518 -0.368384 0.647229	0.258374 0.6286 -0.472893 0.560782	
0.545561 0.482238 -0.453346 0.514088	0.512219 0.484426 -0.44828 0.549552	0.498512 0.490527 -0.438393 0.564518	0.481631 0.457774 -0.417975 0.619493	0.478723 0.451202 -0.418752 0.626009	0.491725 0.413107 -0.479619 0.597926	-0.549476 -0.406799 0.553768 -0.475322	0.604204 0.455115 -0.252158 0.60351	0.129868 -0.002955 -0.578923 0.804968	-0.128496 -0.0190592 0.706766 -0.695419	0.0527349 -0.177616 0.696896 -0.692826	0.316761 0.382021 -0.428692 0.754948	0.541385 0.771048 -0.184261 0.280064	0.683166 0.648765 -0.125241 0.31097	0.666029 0.663372 -0.133675 0.313806	0.540911 0.401822 -0.36704 0.641277	0.516049 0.415534 -0.351441 0.661448	0.596222 0.361364 -0.403225 0.592744	-0.488422 -0.399357 0.615474 -0.472387	0.220166 0.63557 -0.366531 0.642831	0.252848 0.633016 -0.476221 0.555493	
0.543973 0.481934 -0.458503 0.511476	0.510493 0.485059 -0.45282 0.546872	0.496577 0.4914 -0.442799 0.56202	0.478756 0.46028 -0.422463 0.616814	0.475712 0.453868 -0.423216 0.62337	0.488816 0.41374 -0.483471 0.596769	-0.54791 -0.403934 0.555894 -0.477089	0.602821 0.458987 -0.262535 0.597506	0.13314 0.00884784 -0.588125 0.797687	-0.129765 -0.0310769 0.71371 -0.687614	0.048507 -0.198825 0.69829 -0.685934	0.31465 0.384783 -0.432566 0.752213	0.54438 0.772972 -0.184072 0.268855	0.687371 0.649119 -0.126862 0.30012	0.669743 0.66268 -0.1355 0.306496	0.537764 0.404981 -0.366942 0.641992	0.514294 0.417933 -0.352119 0.660942	0.595917 0.361846 -0.402879 0.592992	-0.493224 -0.395515 0.623369 -0.460118	0.221193 0.640891 -0.366444 0.637222	0.250859 0.636865 -0.479004 0.549571	
0.540879 0.482318 -0.465118 0.508414	0.507566 0.486615 -0.45839 0.543563	0.49369 0.493372 -0.448105 0.55862	0.476031 0.463445 -0.427025 0.613403	0.473023 0.45704 -0.427564 0.620124	0.4865 0.414123 -0.487075 0.595465	-0.546468 -0.400965 0.557862 -0.478946	0.601711 0.463266 -0.272152 0.590984	0.138434 0.0190472 -0.596769 0.790152	-0.133221 -0.0421798 0.721778 -0.677871	0.0391335 -0.218879 0.701154 -0.677454	0.312316 0.386885 -0.435861 0.750202	0.547481 0.774934 -0.181624 0.258368	0.69154 0.649639 -0.126221 0.289499	0.672744 0.663489 -0.132051 0.299601	0.534375 0.408276 -0.365611 0.643492	0.513335 0.419859 -0.352248 0.660399	0.595567 0.36266 -0.402616 0.593025	-0.498137 -0.392159 0.630515 -0.447795	0.224968 0.644988 -0.367871 0.630913	0.252829 0.640357 -0.481588 0.542304	
0.536435 0.483528 -0.472432 0.505219	0.503752 0.488949 -0.464551 0.539772	0.490273 0.496085 -0.454057 0.554404	0.473299 0.466999 -0.43173 0.609515	0.470433 0.460478 -0.431955 0.616497	0.484743 0.414317 -0.490672 0.593807	-0.545359 -0.39838 0.559336 -0.480646	0.600639 0.467773 -0.280655 0.584512	0.145641 0.0276737 -0.604945 0.782345	-0.138681 -0.0523902 0.730871 -0.666221	0.0238853 -0.23618 0.705809 -0.667445	0.310139 0.389081 -0.438346 0.748521	0.550695 0.776814 -0.177243 0.248758	0.695771 0.650082 -0.12355 0.27934	0.675672 0.665416 -0.122964 0.29252	0.530716 0.411899 -0.364125 0.645052	0.512547 0.421879 -0.352514 0.659581	0.595447 0.363568 -0.40198 0.59302	-0.503021 -0.389286 0.637054 -0.435419	0.231123 0.647985 -0.370805 0.62386	0.258562 0.643334 -0.484018 0.533848	
0.531861 0.484871 -0.479195 0.50239	0.499641 0.491164 -0.470285 0.536608	0.486261 0.498684 -0.459535 0.551083	0.470205 0.470498 -0.436421 0.605868	0.467588 0.463884 -0.436424 0.61295	0.48324 0.414994 -0.494267 0.591573	-0.544541 -0.396163 0.560948 -0.481527	0.600132 0.472455 -0.288693 0.577308	0.154087 0.034924 -0.612761 0.774314	-0.145415 -0.0617822 0.740751 -0.652936	0.00127457 -0.248267 0.712998 -0.65574	0.308701 0.391846 -0.440277 0.746536	0.553478 0.778836 -0.170044 0.241168	0.700377 0.649919 -0.117413 0.270723	0.678589 0.667411 -0.108797 0.28678	0.527433 0.415653 -0.363485 0.645698	0.511177 0.424582 -0.353013 0.658642	0.594832 0.364596 -0.401322 0.593452	-0.508259 -0.386657 0.642732 -0.42316	0.239489 0.649715 -0.374805 0.616471	0.265157 0.6438 -0.48656 0.527705	
0.527139 0.486258 -0.485043 0.500411	0.495334 0.493246 -0.475395 0.534184	0.482064 0.500896 -0.464604 0.548507	0.466961 0.473728 -0.441017 0.602522	0.464717 0.467099 -0.440796 0.609553	0.482114 0.415897 -0.498052 0.588677	-0.543974 -0.394717 0.56251 -0.481533	0.600206 0.477201 -0.295745 0.569708	0.163186 0.0408849 -0.620054 0.76631	-0.152772 -0.0704412 0.751423 -0.638015	-0.0289512 -0.256767 0.722227 -0.641576	0.307933 0.395648 -0.441841 0.74392	0.555854 0.780847 -0.160111 0.23594	0.705296 0.649041 -0.107866 0.263948	0.6828 0.667154 -0.0881294 0.28447	0.524591 0.41932 -0.363501 0.645633	0.509393 0.427682 -0.353624 0.65769	0.594112 0.365462 -0.400995 0.593862	-0.513378 -0.384557 0.6478 -0.410991	0.249671 0.650455 -0.38005 0.608387	0.275275 0.644575 -0.489718 0.518578	
0.523343 0.487318 -0.489509 0.499014	0.491603 0.494681 -0.479438 0.532688	0.478148 0.502477 -0.468543 0.547137	0.463756 0.476486 -0.444982 0.599902	0.461937 0.469846 -0.444622 0.60677	0.481236 0.41729 -0.501524 0.585452	-0.543852 -0.393509 0.56412 -0.480775	0.600413 0.482026 -0.301671 0.562272	0.171809 0.0466311 -0.626971 0.758429	-0.159438 -0.0791992 0.762675 -0.621799	-0.0583511 -0.264418 0.731981 -0.625205	0.307526 0.40052 -0.442683 0.740974	0.557815 0.782662 -0.147224 0.233683	0.710161 0.647602 -0.0946975 0.259452	0.687136 0.664744 -0.0636986 0.286184	0.522197 0.422604 -0.364087 0.645102	0.507313 0.430817 -0.354332 0.656871	0.59438 0.368339 -0.398298 0.59363	-0.518225 -0.382913 0.652373 -0.399036	0.261331 0.650192 -0.386606 0.599577	0.287223 0.645078 -0.493388 0.507884	
0.52036 0.487821 -0.493056 0.498148	0.488642 0.495474 -0.482714 0.531716	0.47495 0.503479 -0.471664 0.546319	0.460846 0.478947 -0.448321 0.597695	0.459388 0.472356 -0.44794 0.604311	0.481181 0.418986 -0.504493 0.581724	-0.545271 -0.392262 0.564867 -0.479308	0.600758 0.486841 -0.306865 0.554895	0.179544 0.0524895 -0.633515 0.750778	-0.164925 -0.0882667 0.774283 -0.604561	-0.085703 -0.266712 0.744364 -0.60617	0.307332 0.405886 -0.443042 0.737914	0.559918 0.783821 -0.133112 0.233234	0.715544 0.644887 -0.0797745 0.256423	0.689412 0.662425 -0.0350993 0.290983	0.520107 0.42541 -0.364267 0.644844	0.505492 0.433485 -0.35462 0.656363	0.594662 0.371461 -0.395779 0.593087	-0.522698 -0.381871 0.656165 -0.387826	0.274102 0.648824 -0.394216 0.59033	0.300474 0.644502 -0.497762 0.496553	
0.517259 0.487689 -0.496472 0.498114	0.486005 0.495605 -0.485858 0.531146	0.472425 0.503569 -0.474959 0.54557	0.458186 0.481162 -0.451517 0.595551	0.456982 0.47474 -0.45097 0.60201	0.480681 0.421116 -0.507549 0.577929	-0.54602 -0.391309 0.56675 -0.477004	0.600331 0.492874 -0.311696 0.547288	0.185432 0.0592675 -0.638994 0.74417	-0.167984 -0.098381 0.786255 -0.586434	-0.118175 -0.261194 0.758979 -0.584605	0.307606 0.41128 -0.44299 0.734839	0.562183 0.784337 -0.118335 0.234013	0.721214 0.641159 -0.0638543 0.254338	0.690237 0.658958 -0.00102633 0.298908	0.51813 0.42819 -0.36368 0.644928	0.504327 0.435811 -0.354511 0.655777	0.594051 0.372711 -0.394729 0.593615	-0.527438 -0.381429 0.658629 -0.37753	0.28817 0.646191 -0.402142 0.5811	0.314923 0.641803 -0.502815 0.48589	
0.514051 0.48795 -0.499561 0.498091	0.483293 0.496094 -0.488687 0.53057	0.469745 0.503985 -0.477918 0.544915	0.455566 0.483298 -0.454255 0.593747	0.454661 0.477014 -0.453485 0.600077	0.48019 0.423233 -0.51015 0.57449	-0.546831 -0.390013 0.568933 -0.474532	0.599953 0.498974 -0.315887 0.539719	0.190096 0.0668613 -0.644107 0.737915	-0.169326 -0.10925 0.798102 -0.567826	-0.14066 -0.262794 0.770927 -0.562872	0.307909 0.416826 -0.442257 0.732022	0.563664 0.784599 -0.101842 0.237307	0.726981 0.636249 -0.0453435 0.254225	0.691776 0.652711 0.0331339 0.307109	0.516879 0.430283 -0.362318 0.645305	0.503753 0.437505 -0.353563 0.655603	0.592929 0.373129 -0.394726 0.594476	-0.531999 -0.381527 0.660698 -0.367277	0.303172 0.642868 -0.41086 0.570966	0.32995 0.638644 -0.508191 0.474351	
0.511374 0.488251 -0.502326 0.497771	0.480847 0.496566 -0.491124 0.530099	0.467266 0.504446 -0.480421 0.54442	0.453135 0.485419 -0.456519 0.592137	0.452421 0.479299 -0.455581 0.59836	0.479757 0.425357 -0.512195 0.571455	-0.54822 -0.388554 0.570797 -0.471881	0.599456 0.504857 -0.319348 0.532718	0.193389 0.0753839 -0.648978 0.731947	-0.168791 -0.120795 0.809595 -0.549066	-0.15819 -0.264337 0.783564 -0.539564	0.308618 0.421699 -0.441473 0.729402	0.565643 0.784162 -0.0864387 0.240138	0.733048 0.630478 -0.0280016 0.253681	0.695416 0.644598 0.0623615 0.31145	0.516125 0.431763 -0.360367 0.646012	0.50351 0.438665 -0.351933 0.655892	0.591911 0.373756 -0.394505 0.595243	-0.536061 -0.382338 0.66233 -0.357456	0.318735 0.638833 -0.420423 0.559951	0.345579 0.634846 -0.51375 0.462176	
0.509003 0.488871 -0.504786 0.497104	0.478678 0.497364 -0.493328 0.529267	0.465081 0.505179 -0.482724 0.543573	0.450895 0.487573 -0.458397 0.590625	0.450294 0.48159 -0.457277 0.596829	0.479244 0.427569 -0.513779 0.568807	-0.550065 -0.387172 0.57237 -0.468956	0.598699 0.510502 -0.322134 0.526476	0.194634 0.0856305 -0.653395 0.72654	-0.165439 -0.133584 0.820765 -0.530216	-0.173098 -0.266007 0.796402 -0.514801	0.309542 0.425266 -0.440784 0.727353	0.568022 0.783075 -0.0722155 0.242753	0.739202 0.624048 -0.0119076 0.252987	0.699387 0.635994 0.0878356 0.314093	0.515659 0.432837 -0.358192 0.646874	0.503199 0.439605 -0.349853 0.656613	0.590876 0.374291 -0.393983 0.59628	-0.54015 -0.38329 0.663168 -0.348618	0.334738 0.633589 -0.430428 0.54886	0.361832 0.630105 -0.518755 0.450487	
0.507191 0.489604 -0.506705 0.496281	0.477018 0.498304 -0.494907 0.528407	0.463389 0.506056 -0.484372 0.542735	0.449074 0.48954 -0.459835 0.589267	0.448504 0.483624 -0.458629 0.595493	0.478648 0.429712 -0.515044 0.566545	-0.551997 -0.38628 0.573543 -0.465978	0.598101 0.515613 -0.324395 0.520756	0.195827 0.0954398 -0.657958 0.720857	-0.16191 -0.145746 0.831249 -0.511438	-0.183731 -0.272626 0.807093 -0.490427	0.31096 0.42757 -0.440291 0.725694	0.570624 0.7815 -0.0590572 0.245272	0.745367 0.617075 0.0031066 0.252263	0.702794 0.627815 0.107771 0.316724	0.514959 0.434073 -0.356517 0.647529	0.502451 0.440828 -0.348129 0.657282	0.589841 0.374908 -0.393242 0.597405	-0.543912 -0.384405 0.663543 -0.34074	0.350714 0.627372 -0.440977 0.537535	0.378865 0.62489 -0.522983 0.438706	
-0.505897 -0.490596 0.507727 -0.495577	0.475966 0.499244 -0.495737 0.52769	0.462308 0.506899 -0.485276 0.542063	0.447802 0.491096 -0.460626 0.588321	0.447176 0.485205 -0.459383 0.594623	0.47824 0.431774 -0.515807 0.564624	-0.554002 -0.386062 0.574274 -0.462869	0.597556 0.520286 -0.32604 0.515682	0.196425 0.105379 -0.662342 0.715273	-0.157465 -0.157773 0.841181 -0.492673	-0.189384 -0.28117 0.816534 -0.467279	0.312681 0.428815 -0.439935 0.724435	0.573342 0.779529 -0.0469224 0.247814	0.751257 0.609917 0.0170317 0.251641	0.706241 0.618679 0.124322 0.320943	0.514337 0.435119 -0.354869 0.648226	0.501651 0.441929 -0.346352 0.658092	0.588728 0.375407 -0.392499 0.598677	-0.547044 -0.386179 0.663652 -0.333428	0.366645 0.620571 -0.452172 0.52536	0.39562 0.61939 -0.527878 0.425659	
-0.5052 -0.491705 0.507939 -0.494972	0.47542 0.500252 -0.495816 0.527153	0.461794 0.507664 -0.485544 0.541545	0.447062 0.492205 -0.460863 0.587772	0.446388 0.486297 -0.459599 0.594157	0.47801 0.433717 -0.516161 0.563005	-0.555483 -0.386455 0.574923 -0.45995	0.597559 0.524222 -0.327429 0.510789	0.196615 0.11513 -0.666575 0.709764	-0.152457 -0.16932 0.850385 -0.474271	-0.189533 -0.292197 0.824612 -0.445772	0.31439 0.429356 -0.439484 0.723648	0.576048 0.777283 -0.0359904 0.250409	0.756912 0.602564 0.0297614 0.251225	0.711762 0.609836 0.134314 0.321645	0.513637 0.436213 -0.353365 0.648867	0.500638 0.443151 -0.344624 0.658948	0.587542 0.376051 -0.391938 0.599804	-0.549719 -0.388626 0.663102 -0.327223	0.382404 0.613025 -0.463611 0.512867	0.411978 0.612222 -0.534217 0.412398	
-0.504894 -0.492731 0.507464 -0.494751	0.475467 0.501103 -0.495166 0.526913	0.461884 0.508327 -0.485028 0.541308	0.446853 0.49306 -0.460482 0.587512	0.446051 0.487096 -0.459289 0.593995	0.477999 0.43546 -0.516177 0.561652	-0.556628 -0.387464 0.575233 -0.457323	0.597728 0.527449 -0.328358 0.506655	0.196422 0.124259 -0.670616 0.704452	-0.147096 -0.179958 0.858848 -0.456463	-0.190489 -0.305175 0.831348 -0.423608	0.316129 0.429108 -0.439053 0.723298	0.578811 0.774685 -0.0257279 0.253337	0.761992 0.595421 0.0417278 0.251198	0.716343 0.601123 0.14391 0.323719	0.513609 0.436518 -0.350988 0.649973	0.500085 0.443669 -0.341904 0.660435	0.586415 0.376442 -0.391289 0.601084	-0.551772 -0.391717 0.662014 -0.322245	0.397822 0.604681 -0.475464 0.500032	0.428054 0.60414 -0.541466 0.398245	
-0.505032 -0.493199 0.50667 -0.494957	0.475951 0.501646 -0.493997 0.527056	0.462489 0.508736 -0.483958 0.541365	0.447231 0.493653 -0.459541 0.587463	0.446286 0.487671 -0.458416 0.59402	0.478226 0.437126 -0.515657 0.56064	-0.557471 -0.388794 0.575411 -0.454936	0.598559 0.529865 -0.32922 0.502577	0.195875 0.132707 -0.674363 0.699468	-0.141486 -0.189631 0.86654 -0.439465	-0.188181 -0.316714 0.837217 -0.404163	0.318088 0.428178 -0.438327 0.723431	0.581485 0.771767 -0.0158806 0.256901	0.766507 0.588401 0.0533186 0.251809	0.721675 0.592779 0.15021 0.3244	0.513538 0.436784 -0.348487 0.651196	0.499499 0.444134 -0.339069 0.662025	0.585113 0.376397 -0.390775 0.602713	-0.553459 -0.395373 0.660215 -0.318558	0.41276 0.59571 -0.487169 0.487263	0.442907 0.595684 -0.548883 0.384345	
0.505623 0.493086 -0.505573 0.495588	0.476858 0.501689 -0.492479 0.527616	0.463483 0.508751 -0.48245 0.541847	0.448091 0.494013 -0.458178 0.587571	0.447032 0.488063 -0.457114 0.594141	0.478834 0.438469 -0.514826 0.559837	-0.558227 -0.390495 0.575172 -0.45285	0.599888 0.531665 -0.32984 0.49867	0.194913 0.14027 -0.67777 0.694954	-0.135712 -0.198113 0.873458 -0.423562	-0.185104 -0.32696 0.842395 -0.386271	0.32064 0.42656 -0.437496 0.723764	0.583901 0.76848 -0.00606104 0.261652	0.770325 0.581464 0.0650805 0.253502	0.726962 0.583959 0.156194 0.325764	0.51378 0.43672 -0.345584 0.652593	0.499066 0.444335 -0.335737 0.663913	0.584257 0.376207 -0.389927 0.604209	-0.554977 -0.399482 0.657503 -0.316394	0.427252 0.586057 -0.498431 0.474932	0.456028 0.587245 -0.556216 0.371221	
0.506539 0.492878 -0.503856 0.496606	0.478102 0.501547 -0.490398 0.528563	0.464867 0.508525 -0.480431 0.542667	0.44931 0.494107 -0.456388 0.587953	0.448079 0.48825 -0.455382 0.594529	0.479738 0.439875 -0.51355 0.559132	-0.559353 -0.392547 0.574476 -0.450565	0.600996 0.533755 -0.329589 0.495258	0.193358 0.147052 -0.680504 0.691306	-0.129601 -0.205463 0.879536 -0.409152	-0.181369 -0.335633 0.847395 -0.369292	0.323597 0.424906 -0.436119 0.724252	0.586001 0.764803 0.00386923 0.267702	0.773575 0.574371 0.07727 0.256337	0.731761 0.574626 0.16246 0.328538	0.513923 0.436677 -0.342915 0.653915	0.498367 0.444639 -0.332527 0.665847	0.583656 0.375955 -0.388737 0.605712	-0.55631 -0.403757 0.654171 -0.31553	0.441157 0.575833 -0.50929 0.463056	0.467883 0.580121 -0.562337 0.358221	
