Hips,Spine,Spine1,Spine2,Spine3,Neck,Head,RightShoulder,RightArm,RightForeArm,RightHand,LeftShoulder,LeftArm,LeftForeArm,LeftHand,RightUpLeg,RightLeg,RightFoot,LeftUpLeg,LeftLeg,LeftFoot
0.498032 0.344436 0.485891 0.630268,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.137874 -0.704883 -0.134074 0.682755,NaN NaN NaN NaN,-0.041516 -0.088727 0.993349 0.060513,NaN NaN NaN NaN,-0.5487 -0.00918 -0.835752 0.019049,-0.45552 0.429532 0.519957 0.581076,NaN NaN NaN NaN,NaN NaN NaN NaN,0.599269 0.065687 -0.672616 0.429126,0.589628 0.099814 -0.729416 0.332155,NaN NaN NaN NaN,-0.482996 0.531291 0.509996 0.473654,0.81694 -0.04345 -0.572914 0.049903,-0.209938 0.486104 0.769468 0.357139,0.306493 -0.638606 0.385771 0.591122,-0.081612 -0.851133 0.001339 0.518566,0.174803 0.481064 -0.683782 0.520061
0.501561 0.364711 0.486884 0.615116,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.134186 -0.708269 -0.129712 0.680826,NaN NaN NaN NaN,-0.040229 -0.092445 0.993259 0.057207,NaN NaN NaN NaN,-0.550138 -0.016239 -0.834916 7.4e-05,-0.448176 0.447628 0.505984 0.585446,NaN NaN NaN NaN,NaN NaN NaN NaN,0.582899 0.082768 -0.649566 0.481085,0.576129 0.12197 -0.71503 0.376738,NaN NaN NaN NaN,-0.4776 0.546211 0.483733 0.489443,0.81175 -0.006403 -0.574384 0.105376,-0.209394 0.485599 0.769733 0.357574,0.307537 -0.632494 0.384495 0.597943,-0.078594 -0.855863 0.007809 0.511136,0.181368 0.477719 -0.681332 0.524097
0.496845 0.3704 0.495703 0.608463,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.132587 -0.702936 -0.130137 0.686561,NaN NaN NaN NaN,-0.041745 -0.091611 0.993478 0.053545,NaN NaN NaN NaN,-0.548745 -0.031535 -0.835338 -0.009724,-0.439961 0.464901 0.492796 0.589452,NaN NaN NaN NaN,NaN NaN NaN NaN,0.575538 0.073152 -0.637583 0.506846,0.561274 0.13879 -0.702695 0.414643,NaN NaN NaN NaN,-0.468927 0.553404 0.470185 0.50277,0.808402 2.8e-05 -0.576889 0.116983,-0.209763 0.484379 0.770017 0.3584,0.315282 -0.62003 0.390392 0.60312,-0.078555 -0.861327 0.008506 0.501869,0.188587 0.474501 -0.677767 0.529071
0.492928 0.374346 0.504119 0.602289,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.129367 -0.698919 -0.128442 0.691577,NaN NaN NaN NaN,-0.046142 -0.087868 0.99383 0.049528,NaN NaN NaN NaN,-0.551327 -0.044616 -0.832868 -0.019457,-0.432961 0.478834 0.483202 0.591421,NaN NaN NaN NaN,NaN NaN NaN NaN,0.567005 0.068829 -0.62658 0.53025,0.547863 0.147383 -0.692783 0.445169,NaN NaN NaN NaN,-0.47016 0.556757 0.464699 0.503017,0.807609 -0.025015 -0.582275 0.089991,-0.210402 0.484432 0.769667 0.358704,0.328097 -0.603764 0.402185 0.605036,-0.080915 -0.866682 0.004623 0.492233,0.196846 0.471125 -0.673125 0.534973
0.490907 0.37725 0.509179 0.597853,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.125093 -0.697578 -0.124824 0.694375,NaN NaN NaN NaN,-0.052854 -0.082727 0.994143 0.045194,NaN NaN NaN NaN,-0.557888 -0.049829 -0.827731 -0.033759,-0.425731 0.491553 0.475573 0.592418,NaN NaN NaN NaN,NaN NaN NaN NaN,0.554145 0.068439 -0.616991 0.554583,0.537884 0.147429 -0.685516 0.467989,NaN NaN NaN NaN,-0.482355 0.552136 0.467651 0.493743,0.807883 -0.060669 -0.584354 0.046644,-0.210912 0.486173 0.768635 0.358263,0.338734 -0.588431 0.413999 0.606311,-0.079351 -0.872027 0.006193 0.482942,0.206034 0.467631 -0.667153 0.542013
0.490904 0.383557 0.511338 0.591972,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.121054 -0.690521 -0.122989 0.702425,NaN NaN NaN NaN,-0.061368 -0.076374 0.994354 0.040758,NaN NaN NaN NaN,-0.561436 -0.048028 -0.824632 -0.049658,-0.418724 0.503251 0.468577 0.593165,NaN NaN NaN NaN,NaN NaN NaN NaN,0.548412 0.057322 -0.611052 0.567956,0.531856 0.140163 -0.680907 0.483579,NaN NaN NaN NaN,-0.498336 0.539874 0.476039 0.483305,0.811541 -0.061906 -0.579121 0.04677,-0.211296 0.488473 0.767482 0.357378,0.342078 -0.579698 0.418454 0.609778,-0.07468 -0.877334 0.011814 0.473886,0.216114 0.464202 -0.659748 0.550039
0.486624 0.386854 0.515837 0.589452,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.113633 -0.681878 -0.117526 0.712964,NaN NaN NaN NaN,-0.07138 -0.06864 0.994411 0.036611,NaN NaN NaN NaN,-0.562151 -0.048914 -0.82337 -0.060455,-0.416188 0.511434 0.46408 0.591483,NaN NaN NaN NaN,NaN NaN NaN NaN,0.551408 0.041302 -0.605778 0.572081,0.529372 0.129139 -0.67729 0.494335,NaN NaN NaN NaN,-0.513347 0.527815 0.482108 0.474825,0.811307 -0.041109 -0.578277 0.075407,-0.211445 0.490341 0.766655 0.356506,0.343225 -0.573531 0.418216 0.615106,-0.069344 -0.882407 0.017688 0.465011,0.226897 0.460505 -0.651171 0.558953
0.482498 0.39182 0.520506 0.585446,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.1065 -0.680628 -0.109691 0.716499,NaN NaN NaN NaN,-0.082356 -0.059502 0.994275 0.033072,NaN NaN NaN NaN,-0.56403 -0.056183 -0.821347 -0.064048,-0.417864 0.516334 0.461898 0.58774,NaN NaN NaN NaN,NaN NaN NaN NaN,0.552054 0.03238 -0.59987 0.578225,0.528075 0.11924 -0.673414 0.503421,NaN NaN NaN NaN,-0.525005 0.520927 0.481824 0.469948,0.808562 -0.032649 -0.581081 0.086635,-0.21131 0.491525 0.76625 0.355826,0.347289 -0.566038 0.417428 0.620278,-0.064453 -0.886997 0.022078 0.456721,0.237973 0.456732 -0.641382 0.568678
0.480221 0.398747 0.524025 0.57947,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.102912 -0.681906 -0.103895 0.716672,NaN NaN NaN NaN,-0.093631 -0.049685 0.993904 0.030324,NaN NaN NaN NaN,-0.564995 -0.065837 -0.820099 -0.062327,-0.423777 0.517656 0.462607 0.581756,NaN NaN NaN NaN,NaN NaN NaN NaN,0.545492 0.035048 -0.592582 0.591656,0.526077 0.113305 -0.669111 0.512539,NaN NaN NaN NaN,-0.533983 0.518068 0.475965 0.468962,0.805918 -0.03244 -0.58463 0.087475,-0.210962 0.492465 0.766049 0.355165,0.35508 -0.556686 0.416604 0.624868,-0.061639 -0.891776 0.020659 0.447783,0.248864 0.452305 -0.630488 0.579631
0.478672 0.406313 0.527208 0.572569,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.098122 -0.680635 -0.097202 0.719486,NaN NaN NaN NaN,-0.104376 -0.039983 0.99333 0.028314,NaN NaN NaN NaN,-0.566337 -0.077459 -0.818693 -0.054809,-0.433293 0.515494 0.466436 0.573551,NaN NaN NaN NaN,NaN NaN NaN NaN,0.53536 0.045752 -0.583388 0.60906,0.520588 0.114945 -0.66449 0.523669,NaN NaN NaN NaN,-0.541752 0.516138 0.468175 0.47002,0.803548 -0.038744 -0.588707 0.078953,-0.210492 0.49299 0.766104 0.354597,0.366317 -0.545252 0.416104 0.628784,-0.057464 -0.896772 0.020094 0.438285,0.259744 0.447091 -0.619003 0.591166
0.478559 0.414044 0.529318 0.56513,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.092085 -0.680438 -0.089105 0.721515,NaN NaN NaN NaN,-0.113585 -0.030379 0.992698 0.026959,NaN NaN NaN NaN,-0.568472 -0.089956 -0.816683 -0.042143,-0.445045 0.510457 0.472937 0.563648,NaN NaN NaN NaN,NaN NaN NaN NaN,0.524908 0.057424 -0.573729 0.626107,0.511259 0.124567 -0.659283 0.537069,NaN NaN NaN NaN,-0.550098 0.514054 0.460238 0.470448,0.796727 -0.039564 -0.598041 0.077505,-0.210098 0.49353 0.76617 0.353936,0.37858 -0.533761 0.41431 0.632553,-0.051202 -0.901761 0.023023 0.428574,0.270465 0.440935 -0.607383 0.602918
0.480102 0.423402 0.529905 0.556268,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.084884 -0.681434 -0.07991 0.722535,NaN NaN NaN NaN,-0.120928 -0.02135 0.992088 0.026132,NaN NaN NaN NaN,-0.570711 -0.10139 -0.814448 -0.02615,-0.458173 0.502616 0.482077 0.55232,NaN NaN NaN NaN,NaN NaN NaN NaN,0.513155 0.070052 -0.563671 0.643459,0.499284 0.139314 -0.653674 0.551377,NaN NaN NaN NaN,-0.560174 0.511057 0.453924 0.467952,0.789512 -0.023652 -0.605628 0.096568,-0.209694 0.494223 0.766178 0.353191,0.386324 -0.523427 0.408183 0.640441,-0.045449 -0.906896 0.023829 0.418218,0.280063 0.434197 -0.596195 0.614483
0.481026 0.432647 0.530486 0.547736,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.077888 -0.67998 -0.071612 0.725556,NaN NaN NaN NaN,-0.126401 -0.013006 0.991564 0.025579,NaN NaN NaN NaN,-0.573156 -0.11177 -0.811753 -0.007507,-0.47147 0.492554 0.493268 0.540178,NaN NaN NaN NaN,NaN NaN NaN NaN,0.500525 0.084918 -0.553083 0.660577,0.485844 0.15702 -0.647784 0.5654,NaN NaN NaN NaN,-0.566368 0.508017 0.449486 0.46809,0.777064 -0.006372 -0.618292 0.117669,-0.209232 0.494769 0.766247 0.35255,0.390052 -0.514357 0.400108 0.650546,-0.038033 -0.911822 0.026785 0.407942,0.287417 0.427331 -0.585942 0.625661
0.479405 0.437949 0.532961 0.542516,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.073311 -0.678671 -0.065183 0.727862,NaN NaN NaN NaN,-0.130274 -0.00572 0.991148 0.024921,NaN NaN NaN NaN,-0.576087 -0.120485 -0.808361 0.012629,-0.483793 0.481066 0.505686 0.528016,NaN NaN NaN NaN,NaN NaN NaN NaN,0.492315 0.097876 -0.543291 0.672964,0.472584 0.17543 -0.64179 0.577923,NaN NaN NaN NaN,-0.57085 0.504495 0.449323 0.466609,0.772096 -0.003407 -0.623742 0.121662,-0.208904 0.495183 0.766199 0.352268,0.397592 -0.503102 0.395292 0.657688,-0.031106 -0.916808 0.028155 0.397119,0.28977 0.422632 -0.575348 0.637488
0.478546 0.440825 0.535023 0.538904,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.069479 -0.679587 -0.058725 0.727932,NaN NaN NaN NaN,-0.132875 0.000138 0.990841 0.024033,NaN NaN NaN NaN,-0.579514 -0.1285 -0.804033 0.034394,-0.494652 0.468285 0.519194 0.516203,NaN NaN NaN NaN,NaN NaN NaN NaN,0.491327 0.106406 -0.535361 0.678723,0.461322 0.191991 -0.636432 0.587602,NaN NaN NaN NaN,-0.574033 0.501226 0.452199 0.463438,0.780873 -0.01095 -0.614066 0.114199,-0.209262 0.495108 0.766013 0.352565,0.407817 -0.49012 0.393883 0.66206,-0.026098 -0.92054 0.023808 0.389047,0.288136 0.418346 -0.565519 0.649732
0.4804 0.443561 0.534643 0.535375,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.065195 -0.679704 -0.051983 0.728731,NaN NaN NaN NaN,-0.13431 0.004914 0.990661 0.022987,NaN NaN NaN NaN,-0.58311 -0.136174 -0.798807 0.057858,-0.502961 0.454926 0.533266 0.505668,NaN NaN NaN NaN,NaN NaN NaN NaN,0.49361 0.113319 -0.528693 0.681169,0.453182 0.205453 -0.632218 0.593898,NaN NaN NaN NaN,-0.576019 0.499688 0.454008 0.460858,0.791473 -0.0233 -0.602488 0.100177,-0.2099 0.494674 0.765828 0.353196,0.417833 -0.477806 0.393469 0.665056,-0.018943 -0.921636 0.024372 0.386826,0.285303 0.414713 -0.55761 0.660066
0.481507 0.44579 0.534007 0.53316,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.061074 -0.679341 -0.045921 0.729834,NaN NaN NaN NaN,-0.13462 0.009369 0.990608 0.022019,NaN NaN NaN NaN,-0.586349 -0.141085 -0.793582 0.080727,-0.507575 0.44205 0.547609 0.497076,NaN NaN NaN NaN,NaN NaN NaN NaN,0.495512 0.122298 -0.522121 0.683301,0.447948 0.216776 -0.628741 0.597524,NaN NaN NaN NaN,-0.578784 0.497765 0.455161 0.458331,0.797572 -0.034434 -0.595962 0.086728,-0.210806 0.493847 0.765773 0.353932,0.424384 -0.469611 0.390048 0.66875,-0.008211 -0.923049 0.033251 0.383155,0.282397 0.412959 -0.550637 0.668218
0.480573 0.449654 0.534263 0.530494,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.056584 -0.67966 -0.039654 0.730266,NaN NaN NaN NaN,-0.1342 0.014015 0.990625 0.021351,NaN NaN NaN NaN,-0.589544 -0.14069 -0.789024 0.100422,-0.507442 0.431018 0.561829 0.490993,NaN NaN NaN NaN,NaN NaN NaN NaN,0.498708 0.132755 -0.516006 0.68367,0.445464 0.226659 -0.625657 0.59895,NaN NaN NaN NaN,-0.581284 0.495206 0.455647 0.457456,0.798124 -0.035623 -0.595394 0.085063,-0.211451 0.493198 0.765778 0.354442,0.428384 -0.463338 0.384917 0.673532,0.003143 -0.923268 0.04393 0.381624,0.278633 0.413491 -0.545066 0.674012
0.478981 0.457143 0.53466 0.525105,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.052217 -0.679351 -0.033291 0.731196,NaN NaN NaN NaN,-0.133524 0.01894 0.990642 0.021005,NaN NaN NaN NaN,-0.592907 -0.13489 -0.78536 0.116085,-0.502322 0.42298 0.575552 0.48734,NaN NaN NaN NaN,NaN NaN NaN NaN,0.504806 0.140891 -0.511267 0.681121,0.445547 0.235042 -0.623387 0.598023,NaN NaN NaN NaN,-0.585634 0.492243 0.455281 0.455466,0.798842 -0.027757 -0.593562 0.093623,-0.212057 0.49267 0.7658 0.354765,0.434327 -0.455222 0.380898 0.677532,0.011289 -0.921486 0.047424 0.38534,0.273516 0.416537 -0.541189 0.677348
0.476083 0.465207 0.536221 0.519032,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.047985 -0.678643 -0.026682 0.732413,NaN NaN NaN NaN,-0.132852 0.023621 0.990637 0.020761,NaN NaN NaN NaN,-0.596089 -0.127087 -0.782076 0.12994,-0.492649 0.418172 0.588714 0.485638,NaN NaN NaN NaN,NaN NaN NaN NaN,0.512307 0.148511 -0.506739 0.677275,0.447478 0.243505 -0.621622 0.595025,NaN NaN NaN NaN,-0.590104 0.489721 0.454204 0.453486,0.79752 -0.017968 -0.593891 0.104561,-0.21272 0.492136 0.765823 0.35506,0.442477 -0.444931 0.377816 0.680813,0.016998 -0.919162 0.045495 0.390873,0.267469 0.421778 -0.538984 0.678277
0.472294 0.472334 0.538801 0.513355,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.043855 -0.678779 -0.019955 0.73276,NaN NaN NaN NaN,-0.132157 0.027412 0.990639 0.020423,NaN NaN NaN NaN,-0.599034 -0.119316 -0.778727 0.143198,-0.479189 0.416232 0.601473 0.485139,NaN NaN NaN NaN,NaN NaN NaN NaN,0.517304 0.157902 -0.502541 0.674475,0.451468 0.251963 -0.620393 0.589749,NaN NaN NaN NaN,-0.594733 0.486116 0.454898 0.450612,0.79694 -0.012358 -0.593775 0.110295,-0.213554 0.491557 0.765783 0.355447,0.453078 -0.432289 0.375963 0.683007,0.022551 -0.915734 0.044166 0.398714,0.26002 0.428897 -0.538685 0.676946
0.468971 0.478529 0.540915 0.508416,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.040771 -0.679046 -0.014577 0.732817,NaN NaN NaN NaN,-0.131349 0.030118 0.990679 0.019871,NaN NaN NaN NaN,-0.601929 -0.111617 -0.775194 0.15588,-0.462337 0.417365 0.613391 0.485595,NaN NaN NaN NaN,NaN NaN NaN NaN,0.52183 0.166182 -0.500531 0.670481,0.458349 0.257506 -0.621267 0.581063,NaN NaN NaN NaN,-0.598964 0.482226 0.456356 0.447705,0.798732 -0.012297 -0.591631 0.108846,-0.214545 0.490927 0.76569 0.35592,0.463011 -0.421 0.373338 0.684835,0.02724 -0.910888 0.042383 0.409566,0.25138 0.437172 -0.540198 0.673703
0.466239 0.483637 0.542205 0.504707,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.039321 -0.678608 -0.011372 0.733359,NaN NaN NaN NaN,-0.130247 0.031976 0.990782 0.019104,NaN NaN NaN NaN,-0.604941 -0.10383 -0.771461 0.167673,-0.442623 0.421319 0.624634 0.486217,NaN NaN NaN NaN,NaN NaN NaN NaN,0.531994 0.169837 -0.501456 0.660817,0.468084 0.259137 -0.625015 0.56842,NaN NaN NaN NaN,-0.604058 0.477727 0.458545 0.443427,0.80082 -0.012914 -0.589265 0.106245,-0.215703 0.49027 0.76556 0.356407,0.470914 -0.412356 0.369721 0.686664,0.030736 -0.905087 0.039596 0.422262,0.241814 0.446077 -0.543145 0.66898
0.463198 0.486968 0.543495 0.502915,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.038127 -0.678193 -0.008935 0.73384,NaN NaN NaN NaN,-0.128599 0.033278 0.990969 0.018284,NaN NaN NaN NaN,-0.608014 -0.096049 -0.767617 0.17849,-0.420475 0.427863 0.635378 0.486239,NaN NaN NaN NaN,NaN NaN NaN NaN,0.547062 0.168526 -0.505125 0.645887,0.480069 0.256266 -0.632032 0.551723,NaN NaN NaN NaN,-0.608441 0.473556 0.460349 0.440026,0.802038 -0.009848 -0.587278 0.108364,-0.216973 0.489566 0.765405 0.356937,0.477923 -0.405873 0.365789 0.68779,0.03327 -0.898177 0.03636 0.436863,0.231206 0.455334 -0.54719 0.663173
0.460049 0.48991 0.544697 0.501645,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.036256 -0.678236 -0.006359 0.733922,NaN NaN NaN NaN,-0.126244 0.034254 0.991254 0.017477,NaN NaN NaN NaN,-0.610975 -0.088396 -0.763882 0.188098,-0.396772 0.43661 0.645582 0.48494,NaN NaN NaN NaN,NaN NaN NaN NaN,0.561668 0.165232 -0.510542 0.629741,0.493031 0.249942 -0.641806 0.53154,NaN NaN NaN NaN,-0.611919 0.470233 0.461327 0.437737,0.802855 -0.007144 -0.58588 0.110078,-0.218338 0.488792 0.765261 0.357471,0.484219 -0.40086 0.362037 0.688311,0.035503 -0.890163 0.033562 0.453016,0.218855 0.464554 -0.552524 0.656513
0.457109 0.492955 0.545691 0.500268,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.033685 -0.678526 -0.003479 0.733795,NaN NaN NaN NaN,-0.1232 0.034841 0.991628 0.016755,NaN NaN NaN NaN,-0.613174 -0.08242 -0.760308 0.197882,-0.372839 0.446406 0.655649 0.481494,NaN NaN NaN NaN,NaN NaN NaN NaN,0.572777 0.165227 -0.51521 0.61578,0.505435 0.243127 -0.652492 0.509587,NaN NaN NaN NaN,-0.614491 0.467996 0.46114 0.436728,0.804144 -0.005689 -0.584106 0.110181,-0.219804 0.487984 0.76508 0.358064,0.489127 -0.397021 0.357986 0.689184,0.03772 -0.88149 0.031272 0.469654,0.205015 0.473895 -0.558421 0.649275
0.454328 0.49603 0.546741 0.498613,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.030624 -0.678859 -0.000341 0.73363,NaN NaN NaN NaN,-0.119566 0.035048 0.992076 0.016156,NaN NaN NaN NaN,-0.614481 -0.078722 -0.756664 0.208989,-0.349904 0.45617 0.665928 0.475411,NaN NaN NaN NaN,NaN NaN NaN NaN,0.579951 0.167714 -0.519419 0.604759,0.516071 0.23733 -0.663185 0.487372,NaN NaN NaN NaN,-0.616274 0.466414 0.460343 0.436748,0.805185 -0.004794 -0.582731 0.109905,-0.221471 0.487072 0.764843 0.358784,0.492969 -0.394061 0.353555 0.690432,0.039169 -0.871486 0.028335 0.488032,0.190434 0.483612 -0.564213 0.641497
0.452547 0.499552 0.547205 0.496202,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.026793 -0.679169 0.003358 0.733485,NaN NaN NaN NaN,-0.115621 0.034955 0.992555 0.015624,NaN NaN NaN NaN,-0.615211 -0.076359 -0.752796 0.22132,-0.328941 0.464429 0.677101 0.466517,NaN NaN NaN NaN,NaN NaN NaN NaN,0.586269 0.169884 -0.523959 0.59405,0.524967 0.232899 -0.673353 0.465578,NaN NaN NaN NaN,-0.617659 0.465172 0.45923 0.437287,0.806266 -0.004353 -0.581376 0.109171,-0.223258 0.486079 0.764539 0.359671,0.496214 -0.391845 0.349006 0.691682,0.039441 -0.860166 0.024689 0.507888,0.175513 0.493159 -0.5707 0.632685
0.451693 0.502998 0.547295 0.49339,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.023062 -0.679334 0.006774 0.733435,NaN NaN NaN NaN,-0.111736 0.034411 0.993028 0.015029,NaN NaN NaN NaN,-0.615727 -0.074439 -0.748708 0.234041,-0.310529 0.470035 0.689695 0.454928,NaN NaN NaN NaN,NaN NaN NaN NaN,0.593549 0.170206 -0.529128 0.582025,0.531679 0.229746 -0.682958 0.445086,NaN NaN NaN NaN,-0.61931 0.463673 0.458649 0.437155,0.807523 -0.003952 -0.579736 0.108609,-0.22525 0.484981 0.764128 0.360783,0.498849 -0.390054 0.344566 0.693024,0.038435 -0.848676 0.020302 0.527123,0.160651 0.50271 -0.577672 0.622711
0.451155 0.505242 0.547839 0.490981,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.020452 -0.679777 0.009092 0.733077,NaN NaN NaN NaN,-0.108168 0.033366 0.993469 0.014323,NaN NaN NaN NaN,-0.616304 -0.072317 -0.744451 0.24644,-0.294971 0.472555 0.703732 0.440958,NaN NaN NaN NaN,NaN NaN NaN NaN,0.600957 0.169228 -0.534838 0.569351,0.536037 0.228831 -0.691439 0.426865,NaN NaN NaN NaN,-0.621357 0.461722 0.458735 0.436223,0.808859 -0.003427 -0.577891 0.108524,-0.227353 0.484052 0.763539 0.361957,0.50065 -0.388448 0.340621 0.694575,0.038531 -0.836259 0.018935 0.546651,0.145966 0.511939 -0.584788 0.612075
0.451183 0.50614 0.548527 0.489258,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.018808 -0.680797 0.010207 0.73216,NaN NaN NaN NaN,-0.105123 0.031699 0.993862 0.013502,NaN NaN NaN NaN,-0.617048 -0.069378 -0.74022 0.257899,-0.281762 0.472563 0.718556 0.425407,NaN NaN NaN NaN,NaN NaN NaN NaN,0.608283 0.167321 -0.540987 0.556172,0.538248 0.230763 -0.698424 0.41139,NaN NaN NaN NaN,-0.623368 0.45986 0.458779 0.435272,0.810632 -0.003748 -0.5756 0.107452,-0.229535 0.483341 0.762803 0.36308,0.502987 -0.387295 0.337722 0.694946,0.039979 -0.822702 0.020586 0.566692,0.129928 0.520168 -0.592408 0.601329
0.451578 0.505985 0.549272 0.488218,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.017073 -0.68191 0.01094 0.731155,NaN NaN NaN NaN,-0.102802 0.029422 0.994187 0.012568,NaN NaN NaN NaN,-0.618357 -0.065418 -0.73591 0.267941,-0.270518 0.470393 0.733735 0.40888,NaN NaN NaN NaN,NaN NaN NaN NaN,0.615541 0.163753 -0.547925 0.542284,0.539353 0.23417 -0.704312 0.397752,NaN NaN NaN NaN,-0.625039 0.458136 0.45854 0.434946,0.812114 -0.004328 -0.573695 0.106421,-0.231677 0.482857 0.761927 0.364201,0.505493 -0.386936 0.335586 0.694363,0.039161 -0.80914 0.019919 0.585971,0.112236 0.527065 -0.600492 0.590775
0.452018 0.50537 0.549956 0.487678,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.01486 -0.682729 0.011613 0.730428,NaN NaN NaN NaN,-0.101219 0.026923 0.994432 0.011575,NaN NaN NaN NaN,-0.620362 -0.06055 -0.73148 0.276445,-0.260768 0.467354 0.748151 0.392237,NaN NaN NaN NaN,NaN NaN NaN NaN,0.621596 0.159785 -0.555178 0.529023,0.540007 0.238076 -0.709421 0.385272,NaN NaN NaN NaN,-0.625659 0.457658 0.457211 0.435956,0.813582 -0.005556 -0.571904 0.104784,-0.233715 0.482267 0.761129 0.365346,0.506756 -0.388092 0.333636 0.693736,0.035237 -0.794993 0.016008 0.605383,0.094148 0.533338 -0.608003 0.580534
0.4531 0.505118 0.549803 0.487107,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.012525 -0.683338 0.012035 0.729896,NaN NaN NaN NaN,-0.100254 0.024263 0.994609 0.010618,NaN NaN NaN NaN,-0.622563 -0.055815 -0.727161 0.283791,-0.252324 0.464017 0.761378 0.37593,NaN NaN NaN NaN,NaN NaN NaN NaN,0.625195 0.157731 -0.561907 0.518182,0.540847 0.241519 -0.714061 0.373188,NaN NaN NaN NaN,-0.625446 0.457983 0.455233 0.437987,0.815678 -0.007288 -0.569344 0.102289,-0.23576 0.481533 0.760366 0.366588,0.50624 -0.390615 0.332221 0.693375,0.032249 -0.77897 0.014428 0.626065,0.076221 0.539175 -0.614826 0.5705
0.454661 0.504361 0.54913 0.487196,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.010861 -0.683709 0.011554 0.729583,NaN NaN NaN NaN,-0.099792 0.021443 0.99473 0.009724,NaN NaN NaN NaN,-0.624022 -0.052444 -0.723472 0.290577,-0.245113 0.460153 0.7736 0.36017,NaN NaN NaN NaN,NaN NaN NaN NaN,0.626802 0.157288 -0.568126 0.509522,0.541946 0.243448 -0.718936 0.360775,NaN NaN NaN NaN,-0.625729 0.457944 0.453857 0.439049,0.817158 -0.007681 -0.567249 0.102095,-0.237736 0.480541 0.759647 0.368102,0.50355 -0.394129 0.331572 0.693657,0.030302 -0.763624 0.014719 0.644782,0.058914 0.544519 -0.620639 0.561102
0.45662 0.50271 0.548164 0.488157,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.010206 -0.684533 0.009782 0.728845,NaN NaN NaN NaN,-0.099746 0.018414 0.994802 0.00899,NaN NaN NaN NaN,-0.624663 -0.050073 -0.720714 0.296411,-0.238959 0.456577 0.784393 0.3452,NaN NaN NaN NaN,NaN NaN NaN NaN,0.627606 0.156182 -0.574854 0.50126,0.54346 0.243017 -0.724451 0.347511,NaN NaN NaN NaN,-0.625213 0.458849 0.451547 0.441217,0.8193 -0.010105 -0.564634 0.099168,-0.239879 0.479065 0.759009 0.369945,0.500971 -0.398294 0.332353 0.692771,0.030995 -0.749505 0.018723 0.661008,0.043276 0.548906 -0.624903 0.553467
