Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
23.09 33.7204 -52.7006	24.8967 36.464 -52.7746	25.0052 40.106 -52.658	24.483 43.7119 -52.5426	23.4192 47.1936 -52.7314	19.4621 55.9985 -53.2342	18.4043 60.8056 -54.1817	19.6051 52.8091 -54.1893	19.0976 55.1962 -59.6799	14.0808 46.5213 -67.3591	5.06998 48.4739 -67.0161	19.7529 53.0129 -51.7828	18.6261 55.4334 -46.4001	17.5181 45.0556 -39.2961	9.29798 42.9543 -35.6713	22.4449 33.0029 -56.313	18.0599 17.7965 -59.7959	25.829 3.55308 -60.6878	23.7249 32.3497 -49.2804	17.3219 18.1625 -44.7727	29.4939 8.96508 -50.3655	
22.9873 33.6228 -52.7788	24.7958 36.3647 -52.8705	24.9014 40.0071 -52.7651	24.3722 43.6124 -52.6609	23.2751 47.0831 -52.8591	19.2191 55.8418 -53.381	18.0731 60.6278 -54.3329	19.3955 52.6511 -54.3262	18.7999 55.0274 -59.8126	13.6987 46.287 -67.3609	4.66961 48.1454 -66.9771	19.5464 52.8644 -51.9207	18.4188 55.2836 -46.5376	17.3544 44.8544 -39.5025	9.17039 42.6784 -35.8403	22.3255 32.8932 -56.3857	17.8686 17.7242 -59.94	25.818 3.57226 -60.6865	23.6364 32.2637 -49.3566	16.7489 18.3245 -44.7895	28.7857 9.01944 -50.4955	
22.8789 33.5767 -52.8377	24.6819 36.3217 -52.9459	24.7769 39.9646 -52.8492	24.236 43.5683 -52.7522	23.1133 47.0305 -52.9566	18.9828 55.7536 -53.4916	17.7434 60.5156 -54.4465	19.1815 52.5611 -54.4263	18.5104 54.9203 -59.9115	13.3457 46.0974 -67.3193	4.29627 47.8462 -66.9019	19.341 52.7841 -52.0224	18.2207 55.2079 -46.6397	17.1924 44.7014 -39.7153	9.05148 42.422 -36.0199	22.2014 32.8355 -56.4393	17.7655 17.6707 -60.0375	25.8196 3.57374 -60.6962	23.5467 32.2287 -49.4147	16.2285 18.5171 -44.8286	28.0379 8.94801 -50.573	
22.7619 33.5843 -52.8819	24.5505 36.3381 -53.0021	24.6271 39.9816 -52.9108	24.0691 43.5828 -52.8169	22.9273 47.0386 -53.0243	18.7439 55.736 -53.5643	17.4134 60.473 -54.5211	18.9549 52.5415 -54.4889	18.2234 54.868 -59.9802	13.0106 45.9595 -67.2505	3.93842 47.5785 -66.804	19.1282 52.7739 -52.0868	18.0237 55.1998 -46.7018	17.0266 44.6032 -39.9113	8.92845 42.1937 -36.2046	22.0712 32.8349 -56.4793	17.7485 17.6427 -60.0996	25.8281 3.55796 -60.7072	23.4526 32.2441 -49.4604	15.7632 18.7323 -44.8889	27.2537 8.76493 -50.6028	
22.6304 33.6485 -52.9049	24.398 36.4154 -53.0336	24.4525 40.0593 -52.9441	23.8744 43.6574 -52.849	22.7178 47.1081 -53.0577	18.4966 55.7873 -53.5985	17.084 60.5005 -54.5551	18.7129 52.59 -54.5125	17.9392 54.8747 -60.0156	12.6904 45.8775 -67.1496	3.59483 47.3512 -66.6763	18.9038 52.8323 -52.1127	17.8206 55.2519 -46.7205	16.8606 44.5611 -40.0739	8.80698 42.0004 -36.3714	21.9264 32.895 -56.4989	17.7971 17.6503 -60.1244	25.8364 3.54151 -60.7082	23.3487 32.3125 -49.4874	15.3705 18.9572 -44.9513	26.4447 8.49319 -50.599	
22.4735 33.7666 -52.9002	24.2163 36.549 -53.0362	24.2476 40.1932 -52.9489	23.6513 43.7882 -52.8526	22.4816 47.2346 -53.0596	18.2283 55.8986 -53.5925	16.7562 60.5939 -54.5472	18.4473 52.6992 -54.4983	17.6315 54.9442 -60.0117	12.3768 45.8515 -67.0192	3.25722 47.1605 -66.5233	18.6571 52.9496 -52.1009	17.603 55.3577 -46.6979	16.6863 44.5779 -40.1905	8.67953 41.8466 -36.5085	21.7617 33.0067 -56.4913	17.8955 17.6913 -60.1088	25.8494 3.53462 -60.7031	23.2174 32.4373 -49.4856	15.045 19.1772 -45.0161	25.6123 8.15295 -50.5683	
22.304 33.9317 -52.8664	24.0212 36.7295 -53.0118	24.0259 40.3739 -52.9283	23.4058 43.9649 -52.832	22.2219 47.4068 -53.0346	17.9361 56.0558 -53.5488	16.4227 60.739 -54.4985	18.1587 52.8556 -54.4511	17.3001 55.0714 -59.9698	12.0669 45.8848 -66.87	2.92469 47.0113 -66.3438	18.3862 53.1108 -52.0558	17.3632 55.5048 -46.6406	16.5132 44.6464 -40.2557	8.55224 41.7307 -36.6159	21.5871 33.1607 -56.4541	18.0468 17.7592 -60.0394	25.8561 3.52464 -60.688	23.0713 32.6136 -49.4526	14.7867 19.3942 -45.07	24.7484 7.77644 -50.5309	
22.1175 34.1301 -52.8069	23.8083 36.9431 -52.9655	23.784 40.5876 -52.8877	23.1366 44.1738 -52.7921	21.9376 47.611 -52.9863	17.6205 56.2462 -53.4699	16.0844 60.9245 -54.407	17.8466 53.0466 -54.3734	16.94 55.2413 -59.8928	11.7543 45.9677 -66.7122	2.59336 46.9028 -66.1396	18.091 53.3028 -51.9799	17.0975 55.6801 -46.5519	16.3283 44.7517 -40.2773	8.41711 41.6523 -36.6812	21.3965 33.3424 -56.3902	18.237 17.8459 -59.9216	25.863 3.5176 -60.6791	22.9075 32.8287 -49.3919	14.5872 19.5996 -45.1074	23.8522 7.38238 -50.486	
21.9196 34.3491 -52.7277	23.5827 37.1777 -52.902	23.5273 40.822 -52.8303	22.8509 44.4028 -52.7344	21.6352 47.8347 -52.9162	17.2836 56.4549 -53.3569	15.7443 61.1356 -54.2772	17.5154 53.2577 -54.2673	16.5558 55.4401 -59.7826	11.4243 46.0927 -66.5418	2.2494 46.8359 -65.9135	17.7746 53.5108 -51.875	16.8055 55.8688 -46.4341	16.1302 44.8743 -40.2651	8.27141 41.5991 -36.7101	21.1941 33.5419 -56.3057	18.463 17.9476 -59.7634	25.8694 3.51329 -60.6711	22.7337 33.0675 -49.3109	14.4242 19.7956 -45.1391	22.9363 6.99859 -50.4126	
21.7091 34.5719 -52.6323	23.341 37.4174 -52.8256	23.2541 41.0612 -52.7596	22.5514 44.6369 -52.6623	21.3186 48.0635 -52.8273	16.9289 56.6671 -53.2113	15.4036 61.3561 -54.1119	17.1683 53.474 -54.1342	16.1498 55.6548 -59.6396	11.0703 46.2468 -66.3538	1.88561 46.7988 -65.6736	17.441 53.7199 -51.7427	16.4956 56.0566 -46.2885	15.9176 45.0004 -40.2206	8.1078 41.5651 -36.709	20.9738 33.7437 -56.2036	18.7183 18.0529 -59.566	25.8729 3.50442 -60.654	22.5544 33.3118 -49.2151	14.28 19.9772 -45.1755	22.0132 6.63372 -50.2919	
21.4843 34.7849 -52.5235	23.0819 37.648 -52.7407	22.9618 41.291 -52.6802	22.2324 44.8612 -52.5788	20.9846 48.2834 -52.7217	16.5653 56.8747 -53.0342	15.0667 61.577 -53.91	16.808 53.6867 -53.9737	15.7272 55.8738 -59.4647	10.6907 46.42 -66.1469	1.50065 46.7852 -65.4152	17.0973 53.9224 -51.5831	16.1804 56.2321 -46.1124	15.699 45.116 -40.1463	7.93237 41.5352 -36.6846	20.733 33.9327 -56.0858	18.9824 18.1553 -59.3421	25.8797 3.49955 -60.6321	22.3686 33.5495 -49.1071	14.1485 20.1356 -45.2223	21.0938 6.28727 -50.1229	
21.2375 34.9754 -52.4033	22.7998 37.8557 -52.6496	22.647 41.4975 -52.5955	21.8914 45.0621 -52.4887	20.6331 48.4815 -52.6045	16.1982 57.0675 -52.8293	14.7372 61.7875 -53.673	16.4371 53.8851 -53.7883	15.2911 56.0854 -59.2608	10.2858 46.5992 -65.9206	1.09468 46.7856 -65.1374	16.748 54.1082 -51.3993	15.8692 56.3848 -45.9086	15.4734 45.2136 -40.0399	7.74334 41.5036 -36.6331	20.4661 34.095 -55.9544	19.2407 18.2489 -59.1157	25.8859 3.49551 -60.6011	22.165 33.7691 -48.988	14.0246 20.2605 -45.267	20.1813 5.96229 -49.9237	
20.9613 35.134 -52.2787	22.4917 38.0287 -52.5548	22.3096 41.6692 -52.5072	21.5308 45.2287 -52.3937	20.2672 48.647 -52.4776	15.831 57.2344 -52.599	14.4169 61.9754 -53.4044	16.0589 54.0581 -53.5807	14.8437 56.2791 -59.0298	9.85529 46.7753 -65.677	0.667074 46.7926 -64.8392	16.3964 54.2662 -51.1938	15.5679 56.5048 -45.6798	15.2411 45.2834 -39.9035	7.53855 41.4686 -36.5504	20.1679 34.2255 -55.8178	19.4655 18.3325 -58.9019	25.8879 3.49961 -60.5654	21.931 33.9567 -48.8649	13.8993 20.3436 -45.2916	19.3023 5.66904 -49.707	
20.6518 35.2525 -52.1622	22.1563 38.1582 -52.4636	21.9516 41.7975 -52.418	21.1556 45.3528 -52.2934	19.8921 48.7719 -52.3407	15.4673 57.3661 -52.3442	14.1046 62.1301 -53.1006	15.6779 54.1965 -53.3511	14.3877 56.4446 -58.7718	9.3971 46.9473 -65.4267	0.215965 46.8089 -64.5249	16.0463 54.3871 -50.9674	15.2822 56.5829 -45.4269	15.0002 45.3147 -39.74	7.31597 41.4226 -36.4338	19.8385 34.321 -55.6908	19.659 18.4006 -58.7077	25.8833 3.50165 -60.5271	21.6574 34.0992 -48.7506	13.7467 20.3846 -45.2969	18.4893 5.42196 -49.4987	
20.297 35.3298 -52.0423	21.7836 38.2425 -52.3649	21.5673 41.8812 -52.3198	20.7656 45.4347 -52.1827	19.5084 48.8565 -52.1891	15.1079 57.4621 -52.061	13.8025 62.25 -52.7657	15.2957 54.3004 -53.0967	13.932 56.5842 -58.4844	8.91059 47.1142 -65.1551	-0.261961 46.8385 -64.1991	15.6976 54.4704 -50.7168	15.0111 56.6218 -45.1488	14.7485 45.3051 -39.5582	7.0734 41.3697 -36.2822	19.4634 34.3813 -55.5616	19.8227 18.4542 -58.5268	25.8788 3.50715 -60.5114	21.3335 34.1941 -48.6341	13.5661 20.3752 -45.2728	17.7902 5.21028 -49.2992	
19.9096 35.3563 -51.9225	21.3818 38.2745 -52.2603	21.1614 41.9129 -52.2102	20.3621 45.4663 -52.0565	19.1179 48.8926 -52.0181	14.7577 57.5154 -51.7466	13.5165 62.3286 -52.3927	14.9171 54.3629 -52.8148	13.4875 56.6918 -58.166	8.40761 47.2756 -64.8685	-0.755635 46.8793 -63.8667	15.3529 54.5085 -50.4393	14.754 56.6108 -44.8425	14.4882 45.2399 -39.3631	6.80681 41.3031 -36.1038	19.0541 34.3992 -55.4342	19.9379 18.4883 -58.3766	25.8765 3.51209 -60.4919	20.9757 34.23 -48.5203	13.3489 20.3219 -45.2049	17.2302 5.03229 -49.1027	
19.5017 35.3356 -51.8072	20.9615 38.2589 -52.1545	20.7411 41.8971 -52.0923	19.9482 45.4509 -51.9161	18.7226 48.883 -51.828	14.4188 57.5279 -51.4013	13.2501 62.3672 -51.9839	14.545 54.3869 -52.5072	13.0641 56.7686 -57.8211	7.89357 47.4312 -64.5643	-1.26048 46.9417 -63.5206	15.0128 54.5027 -50.1362	14.5021 56.55 -44.5103	14.2035 45.1313 -39.1328	6.50794 41.2076 -35.8911	18.6218 34.378 -55.3128	20.0038 18.5024 -58.2539	25.8736 3.51612 -60.4865	20.5981 34.2106 -48.4143	13.0949 20.2345 -45.1028	16.7989 4.87621 -48.9019	
19.0739 35.2756 -51.6949	20.5243 38.2028 -52.0488	20.3069 41.8408 -51.9694	19.5226 45.395 -51.7651	18.3202 48.8334 -51.6203	14.0872 57.5029 -51.0212	13.001 62.3695 -51.5327	14.1767 54.3771 -52.1728	12.656 56.8241 -57.4456	7.37402 47.5847 -64.2374	-1.77252 47.0356 -63.1581	14.6729 54.4558 -49.806	14.2437 56.4373 -44.1498	13.8936 44.9747 -38.8697	6.1713 41.0907 -35.6439	18.1678 34.3222 -55.195	20.0017 18.4935 -58.142	25.8685 3.52218 -60.4803	20.2003 34.147 -48.313	12.8156 20.1151 -44.9713	16.4978 4.74029 -48.7242	
18.631 35.1801 -51.5797	20.0741 38.1104 -51.9373	19.8614 41.7482 -51.8362	19.0881 45.3028 -51.5994	17.9122 48.7471 -51.3914	13.758 57.4398 -50.6055	12.7595 62.3324 -51.0408	13.8099 54.333 -51.8097	12.2576 56.8643 -57.0333	6.85432 47.7386 -63.8829	-2.28865 47.1684 -62.7845	14.3304 54.3681 -49.447	13.9693 56.2722 -43.7596	13.5554 44.7726 -38.5653	5.79571 40.9495 -35.3566	17.6981 34.2347 -55.0748	19.9086 18.4567 -58.0351	25.8599 3.53375 -60.4675	19.7863 34.0441 -48.2099	12.5231 19.9603 -44.8208	16.3185 4.61764 -48.5924	
18.178 35.0562 -51.4505	19.6136 37.9898 -51.8117	19.4059 41.6271 -51.6863	18.6458 45.182 -51.4146	17.4985 48.6312 -51.1396	13.4274 57.3433 -50.1573	12.5149 62.2594 -50.5097	13.4421 54.2592 -51.4195	11.8662 56.8926 -56.5852	6.33576 47.8948 -63.5023	-2.80794 47.3412 -62.4014	13.9823 54.2457 -49.061	13.675 56.0658 -43.343	13.17 44.5297 -38.2384	5.3721 40.7856 -35.0289	17.217 34.1197 -54.9404	19.6741 18.387 -57.9472	25.8443 3.56534 -60.4522	19.3634 33.9121 -48.094	12.2408 19.7669 -44.6624	16.2526 4.5026 -48.5269	
17.7255 34.9098 -51.3005	19.1512 37.8481 -51.6635	18.9452 41.4845 -51.5118	18.1964 45.039 -51.2051	17.0771 48.4913 -50.8626	13.089 57.2172 -49.6827	12.2605 62.1542 -49.9364	13.0676 54.158 -51.0038	11.4781 56.9071 -56.1046	5.81847 48.0537 -63.1031	-3.32879 47.5505 -62.0077	13.6251 54.0945 -48.6502	13.3648 55.8268 -42.9026	12.7415 44.2563 -37.8897	4.90473 40.6025 -34.671	16.7409 33.9813 -54.786	19.2662 18.2754 -57.8747	25.8141 3.6253 -60.4297	18.9388 33.7587 -47.9564	11.991 19.5293 -44.5143	16.3013 4.38635 -48.5319	
17.2707 34.7513 -51.1251	18.684 37.6953 -51.4895	18.4808 41.3308 -51.3145	17.7462 44.8854 -50.9767	16.6533 48.3388 -50.5656	12.7405 57.0691 -49.1839	11.9945 62.0239 -49.3201	12.6862 54.0369 -50.5651	11.0878 56.9119 -55.5932	5.30184 48.2258 -62.6972	-3.84924 47.7918 -61.6041	13.2603 53.9226 -48.2174	13.0433 55.5654 -42.4418	12.2734 43.9566 -37.5389	4.40149 40.4 -34.2973	16.2749 33.8245 -54.6079	18.644 18.1151 -57.8008	25.759 3.73486 -60.3728	18.5023 33.5995 -47.7879	11.7951 19.2407 -44.4066	16.4704 4.2588 -48.6154	
16.8429 34.5905 -50.8889	18.24 37.5418 -51.2576	18.0352 41.1764 -51.0661	17.3087 44.7305 -50.7063	16.2353 48.1822 -50.2342	12.38 56.9073 -48.67	11.7105 61.8748 -48.681	12.3016 53.902 -50.1076	10.7007 56.899 -55.0632	4.79524 48.3877 -62.2796	-4.36007 48.0473 -61.1888	12.8859 53.7402 -47.7653	12.7016 55.2952 -41.9643	11.769 43.6514 -37.1742	3.86197 40.1929 -33.9118	15.8494 33.6547 -54.3699	17.7758 17.9166 -57.7157	25.647 3.94252 -60.3232	18.0832 33.449 -47.5515	11.6439 18.9301 -44.3369	16.6065 4.0911 -48.7192	
16.4369 34.436 -50.6035	17.8172 37.3936 -50.9841	17.607 41.0273 -50.7815	16.8798 44.5795 -50.4044	15.8202 48.0272 -49.8754	12.01 56.7401 -48.1417	11.4096 61.715 -48.0223	11.9142 53.7623 -49.6345	10.3145 56.8755 -54.5183	4.30342 48.5338 -61.8447	-4.85558 48.304 -60.7559	12.5026 53.5544 -47.2968	12.3366 55.0161 -41.4711	11.2299 43.3384 -36.8021	3.28692 39.9712 -33.5314	15.4505 33.4797 -54.081	16.6384 17.7116 -57.6237	25.4457 4.30911 -60.2379	17.6821 33.3158 -47.2607	11.5169 18.6255 -44.2974	16.6815 3.89244 -48.802	
16.0225 34.2905 -50.2808	17.3896 37.2508 -50.6865	17.1781 40.8841 -50.4778	16.4531 44.4352 -50.0858	15.4054 47.8775 -49.5011	11.6315 56.5721 -47.6039	11.0933 61.549 -47.3492	11.5227 53.6228 -49.1513	9.91423 56.8549 -53.9543	3.81646 48.7042 -61.4227	-5.34122 48.5508 -60.3096	12.1119 53.3695 -46.8183	11.9444 54.7318 -40.9686	10.6775 43.0189 -36.4304	2.69625 39.7449 -33.1585	15.0441 33.2985 -53.7505	15.2668 17.5264 -57.4633	25.0785 4.8368 -60.0581	17.2693 33.206 -46.9268	11.3816 18.3483 -44.2473	16.7142 3.71961 -48.8942	
15.6018 34.1639 -49.9672	16.9669 37.1215 -50.3988	16.7612 40.7545 -50.1797	16.0409 44.3039 -49.7648	15.0011 47.7382 -49.1216	11.2475 56.4037 -47.0584	10.7556 61.3765 -46.6661	11.1313 53.4844 -48.6611	9.51556 56.8276 -53.385	3.34532 48.8443 -60.9737	-5.81305 48.7743 -59.8579	11.7212 53.1858 -46.3337	11.5323 54.4519 -40.4631	10.1084 42.7028 -36.0671	2.08746 39.5157 -32.8064	14.6189 33.1434 -53.4274	13.6961 17.4105 -57.198	24.4435 5.50381 -59.7969	16.854 33.1071 -46.6063	11.1681 18.1369 -44.1248	16.7009 3.64408 -48.9595	
15.1794 34.0437 -49.6631	16.5535 36.9929 -50.1227	16.3613 40.626 -49.8931	15.6477 44.1734 -49.451	14.6142 47.598 -48.7487	10.874 56.2281 -46.5191	10.3955 61.1905 -45.9994	10.7523 53.3395 -48.1762	9.13585 56.7799 -52.8296	2.88954 48.9619 -60.5274	-6.26721 48.9768 -59.3964	11.3443 52.9965 -45.8554	11.1196 54.1744 -39.9677	9.52266 42.4014 -35.697	1.46104 39.2938 -32.4599	14.1609 33.0092 -53.1087	11.9885 17.3723 -56.7641	23.5195 6.24557 -59.4586	16.4572 32.9992 -46.308	10.8762 17.9819 -43.8731	16.651 3.66973 -48.9565	
14.7291 33.9133 -49.3753	16.125 36.8466 -49.8695	15.9559 40.4804 -49.6339	15.2582 44.0276 -49.1653	14.2347 47.4431 -48.4061	10.515 56.0383 -46.0134	10.0274 60.9835 -45.3566	10.3831 53.1789 -47.7198	8.76797 56.701 -52.3121	2.43253 49.0472 -60.1016	-6.71907 49.1453 -58.9337	10.9833 52.795 -45.4075	10.7211 53.8974 -39.5068	8.94141 42.1193 -35.323	0.833176 39.0985 -32.1204	13.6461 32.8744 -52.7999	10.1859 17.4042 -56.161	22.3804 7.04248 -58.9817	16.0492 32.8704 -46.0361	10.6023 17.8134 -43.5433	16.6104 3.70789 -48.9252	
14.254 33.7681 -49.0844	15.6774 36.6808 -49.6206	15.5357 40.3159 -49.3869	14.8616 43.8651 -48.8989	13.8535 47.2733 -48.0884	10.1674 55.8405 -45.548	9.6505 60.7625 -44.7537	10.0196 53.0075 -47.2964	8.40642 56.6091 -51.8272	1.97973 49.1094 -59.6914	-7.16326 49.2878 -58.4669	10.6307 52.5874 -44.9933	10.3459 53.6271 -39.0822	8.36224 41.8647 -34.9466	0.204613 38.931 -31.7887	13.0971 32.7237 -52.4831	8.46087 17.4762 -55.4181	21.1083 7.71461 -58.3817	15.6204 32.7275 -45.7632	10.3533 17.6195 -43.194	16.6019 3.74189 -48.8856	
13.7529 33.6106 -48.7743	15.2029 36.5007 -49.3591	15.0922 40.1377 -49.1375	14.4487 43.6914 -48.6415	13.4614 47.0956 -47.7896	9.82297 55.6454 -45.1248	9.28137 60.5435 -44.2085	9.65548 52.8353 -46.9081	8.05455 56.5118 -51.3829	1.5292 49.141 -59.2876	-7.60375 49.397 -58.0034	10.275 52.3837 -44.6133	9.99644 53.381 -38.6946	7.79492 41.6546 -34.5668	-0.41132 38.801 -31.462	12.5241 32.5535 -52.1438	6.92438 17.5494 -54.6165	19.8815 8.26861 -57.7804	15.1638 32.5796 -45.4688	10.1034 17.4056 -42.8732	16.582 3.76443 -48.8711	
13.2492 33.4731 -48.4456	14.7152 36.3459 -49.0744	14.6264 39.9844 -48.8691	14.0047 43.5418 -48.3715	13.0403 46.9444 -47.4875	9.46472 55.4895 -44.7246	8.90982 60.3686 -43.7187	9.27257 52.6978 -46.534	7.69973 56.4302 -50.9722	1.08426 49.1532 -58.8889	-8.03701 49.4748 -57.5381	9.89959 52.2204 -44.2463	9.6533 53.1777 -38.3196	7.24889 41.4921 -34.1893	-1.00105 38.7358 -31.1125	11.9653 32.3987 -51.7889	5.52682 17.6546 -53.7262	18.6666 8.74382 -57.1863	14.697 32.4575 -45.1513	9.84715 17.2072 -42.6015	16.5497 3.79731 -48.8688	
12.7496 33.3793 -48.1037	14.2189 36.2431 -48.7652	14.1444 39.8827 -48.5744	13.5367 43.4426 -48.0777	12.5912 46.8445 -47.1711	9.07182 55.3896 -44.3365	8.51728 60.2574 -43.2777	8.85698 52.6104 -46.1627	7.3208 56.3723 -50.5889	0.640192 49.1482 -58.4994	-8.46832 49.5286 -57.0795	9.49258 52.1154 -43.8812	9.29329 53.0353 -37.9468	6.72021 41.3799 -33.833	-1.56591 38.723 -30.7659	11.4242 32.2909 -51.4262	4.18463 17.8555 -52.769	17.3171 9.08553 -56.5971	14.2306 32.3769 -44.8201	9.60958 17.0335 -42.4074	16.5188 3.82322 -48.871	
12.2466 33.34 -47.739	13.714 36.198 -48.4291	13.651 39.8384 -48.2496	13.0523 43.4 -47.7538	12.1197 46.8024 -46.836	8.63973 55.3515 -43.9651	8.09007 60.2158 -42.8876	8.40749 52.5769 -45.7961	6.89652 56.3455 -50.2253	0.187603 49.1371 -58.1261	-8.90661 49.568 -56.631	9.05323 52.0751 -43.519	8.89629 52.9766 -37.5805	6.22424 41.3394 -33.4781	-2.08284 38.786 -30.38	10.8831 32.2394 -51.042	2.98905 18.103 -51.7053	15.9131 9.2358 -55.9913	13.7614 32.3493 -44.4673	9.4101 16.8933 -42.2827	16.5 3.83964 -48.8679	
11.7301 33.3632 -47.3559	13.1943 36.2171 -48.0694	13.1407 39.858 -47.8973	12.551 43.4212 -47.4021	11.6244 46.8253 -46.4844	8.16018 55.38 -43.6111	7.6215 60.2481 -42.5457	7.91797 52.6019 -45.4356	6.4101 56.3615 -49.8734	-0.288978 49.1369 -57.7676	-9.3679 49.6041 -56.1928	8.576 52.1044 -43.161	8.45391 53.0238 -37.2244	5.75587 41.3939 -33.1184	-2.56057 38.917 -29.9835	10.3276 32.2571 -50.6406	1.92837 18.3989 -50.6417	14.4854 9.19421 -55.2919	13.28 32.3778 -44.0991	9.24081 16.8002 -42.1974	16.4795 3.86963 -48.863	
11.2029 33.4457 -46.9624	12.6649 36.2959 -47.6949	12.6142 39.937 -47.5256	12.0275 43.5002 -47.0273	11.1009 46.907 -46.1193	7.6353 55.4706 -43.2747	7.11387 60.349 -42.2481	7.38803 52.6814 -45.0812	5.86747 56.4136 -49.5378	-0.799504 49.1526 -57.4259	-9.86158 49.6363 -55.7614	8.06136 52.1987 -42.8079	7.96282 53.1715 -36.8795	5.31013 41.5414 -32.7444	-3.00483 39.1042 -29.5747	9.76217 32.3391 -50.2304	0.982099 18.7327 -49.6216	13.037 8.99665 -54.5122	12.7865 32.4605 -43.7217	9.10292 16.7581 -42.1539	16.4461 3.91105 -48.8666	
10.669 33.5779 -46.539	12.1258 36.4283 -47.2807	12.0724 40.0695 -47.1126	11.4853 43.6325 -46.6136	10.5533 47.044 -45.7291	7.06939 55.6235 -42.9557	6.55992 60.5178 -42.0012	6.82356 52.8147 -44.7318	5.27967 56.4972 -49.2215	-1.34597 49.1635 -57.0771	-10.3933 49.6645 -55.3394	7.51054 52.3583 -42.4571	7.42337 53.4173 -36.5433	4.87632 41.7924 -32.3281	-3.42394 39.3499 -29.1242	9.19513 32.4784 -49.7946	0.143185 19.0852 -48.6638	11.5684 8.66229 -53.6493	12.284 32.5855 -43.3161	9.03018 16.7551 -42.1305	16.41 3.94897 -48.8811	
10.1242 33.76 -46.1321	11.5716 36.6164 -46.8693	11.5114 40.257 -46.6918	10.9222 43.8186 -46.1851	9.98183 47.2351 -45.3292	6.47089 55.832 -42.6451	5.96701 60.7439 -41.7829	6.22897 52.9995 -44.3839	4.65622 56.6134 -48.9192	-1.931 49.1923 -56.7249	-10.9651 49.6856 -54.9176	6.93121 52.5756 -42.1076	6.8472 53.7358 -36.2127	4.44901 42.119 -31.8893	-3.82539 39.6384 -28.6479	8.6202 32.6802 -49.3804	-0.593008 19.4451 -47.7852	10.0705 8.22827 -52.7349	11.7707 32.7483 -42.9311	9.02419 16.7989 -42.1138	16.3777 3.98699 -48.882	
9.56682 33.9881 -45.7119	11.0016 36.8544 -46.4352	10.9331 40.4941 -46.2427	10.3403 44.0538 -45.7271	9.38866 47.4758 -44.9065	5.84165 56.0921 -42.3343	5.33483 61.0242 -41.5981	5.60785 53.2328 -44.0297	4.00238 56.7636 -48.6187	-2.54841 49.2312 -56.3481	-11.5738 49.697 -54.4903	6.32258 52.8467 -41.7506	6.24283 54.1187 -35.8788	4.00949 42.5232 -31.4125	-4.22433 39.9607 -28.1317	8.03547 32.9358 -48.9566	-1.22981 19.7894 -46.9764	8.5495 7.72599 -51.7585	11.2444 32.9497 -42.5358	9.08574 16.8954 -42.0968	16.3511 4.03747 -48.8729	
8.98391 34.253 -45.2584	10.4092 37.1285 -45.9634	10.3344 40.7672 -45.7549	9.73553 44.3247 -45.2312	8.77137 47.7538 -44.456	5.18909 56.3966 -42.0257	4.66808 61.3481 -41.4462	4.96367 53.5059 -43.6681	3.32575 56.9336 -48.3233	-3.1997 49.2505 -55.9247	-12.2248 49.6831 -54.0575	5.6895 53.1649 -41.3854	5.61043 54.5553 -35.5404	3.5783 42.9768 -30.9359	-4.60141 40.3278 -27.5891	7.43066 33.2307 -48.5022	-1.78667 20.0934 -46.2555	7.02477 7.19841 -50.7396	10.686 33.1856 -42.105	9.17344 17.0515 -42.0895	16.3407 4.11333 -48.8172	
8.38 34.5424 -44.7815	9.79709 37.4252 -45.4733	9.71957 41.0629 -45.2482	9.11714 44.6184 -44.7151	8.13996 48.0551 -43.9917	4.51904 56.7247 -41.7189	3.97058 61.6907 -41.3157	4.3031 53.8005 -43.3024	2.62767 57.1128 -48.0273	-3.87791 49.2577 -55.4683	-12.9057 49.6518 -53.6059	5.04042 53.5092 -41.0164	4.95367 55.0401 -35.2068	3.13269 43.4955 -30.4318	-4.97245 40.7271 -27.0014	6.79166 33.5521 -48.0182	-2.25423 20.3262 -45.6012	5.51419 6.65257 -49.6894	10.1165 33.4442 -41.6576	9.25159 17.268 -42.079	16.3108 4.24536 -48.7579	
7.7523 34.8374 -44.2859	9.16436 37.7232 -44.9756	9.0861 41.3598 -44.7357	8.47975 44.9129 -44.1907	7.49092 48.3573 -43.522	3.83574 57.0546 -41.4161	3.24499 62.0275 -41.2013	3.62658 54.0956 -42.9345	1.90886 57.2799 -47.7316	-4.5817 49.2442 -54.9906	-13.6104 49.5952 -53.124	4.37896 53.858 -40.6472	4.27295 55.5543 -34.884	2.67863 44.0454 -29.9446	-5.33656 41.1489 -26.4102	6.11266 33.8767 -47.5059	-2.64444 20.473 -45.0061	4.04252 6.12415 -48.6698	9.53419 33.7101 -41.1981	9.26688 17.529 -42.0312	16.2414 4.44443 -48.678	
